screen_name,date,tweet,likes,retweets
TheAroraReport,2020-09-26 13:51:20,"Hello Friends, What do you think of Ron Paul's theories on gold standard and the stock market? #stockmarket  #stockstowatch #investors #investing $gld $djia $qqq $slv https://t.co/AtZpmfKhcE",1,0
TheAroraReport,2020-09-26 13:46:41,"Dr Paul, wishing you well. https://t.co/WIKEBzAr7L",2,0
TheAroraReport,2020-09-26 13:42:54,"Hi Fvan, The Arora Report had recently given a short sell signal on $QQQ. The trade hit the target zone and per our system profits were taken. Arora also gave a signal on inverse etf $qid. Now waiting for the next signal.
#stockmarket $#stockstowatch #investing $#investors $djia https://t.co/u8j9JBqHWz",1,0
TheAroraReport,2020-09-26 13:23:20,"Hi Karen, It depends on your time frame! The Arora Report ratings on gold go from very short term to very long term. Also ZYX Allocation has  the Buy Zone for gold etf $GLD #GOLD #STOCKMARKET  #STOCKSTOWATCH  #INVESTORS  #INVESTING $slv https://t.co/k80ZZJEenh",1,0
TheAroraReport,2020-09-26 13:12:10,"Good Morning,  Friends!",5,0
TheAroraReport,2020-09-25 17:24:27,"Congratulations,  Myra! https://t.co/ZBDDfm6XI3",2,0
TheAroraReport,2020-09-25 15:21:16,@steelball666 Please email to customer service,0,0
TheAroraReport,2020-09-25 14:30:49,MOMO BUYS EVERYTHING BUT SUPPLY DEMAND PICTURE MIXED https://t.co/Z1X2Y6uhAG #stockmarket #0 #djia #gld #gold,0,0
TheAroraReport,2020-09-25 14:15:43,Morning Capsule: Canary In The Coal Mine But Tech Stocks Lose Downward Momentum. See the chart. Thousands of money managers and investors read the Morning Capsule. FREE 30 day trial. https://t.co/6UdsPtT6dJ $djia $jnk $spx $spy $qqq $gld $slv $uso #stockmarket #stockstowatch https://t.co/1YnLNA8eK6,0,0
TheAroraReport,2020-09-25 13:44:52,@RichPhi95386282 Happy Friday. Rich!,0,0
TheAroraReport,2020-09-25 11:51:10,"Good Morning, my friends!",5,0
TheAroraReport,2020-09-25 01:36:39,"Good Night, my friends!",2,0
TheAroraReport,2020-09-25 01:13:41,"Friends, please share your ideas.
Trump is  promising $200 to seniors to help with prescription drug costs. We are looking for investment  and trading ideas from Trump move. $djia $spx $pph  $cvs $rad $ what #stockstowatch #investors #stockmarket #investing #Trump #Election2020 https://t.co/Xl47FKkdxc",0,1
TheAroraReport,2020-09-24 18:26:37,@mbrushstocks You are welcome!,0,0
TheAroraReport,2020-09-24 18:02:01,"Well said, Carl https://t.co/nVqhnouXAy",2,1
TheAroraReport,2020-09-24 18:00:48,"Hi Myra,
Lots of stops on gold wre taken out when it fell below $1900
 #gold #investing https://t.co/y9Ke01J6lr",2,0
TheAroraReport,2020-09-24 17:24:32,"@mbrushstocks Michael, you are an excellent writer. You bring up ideas in a manner that should be helpful to your readers. I am a fan.",0,0
TheAroraReport,2020-09-24 15:52:30,"In the Morning Capsule we go over a long term stock narket chart and smart money actions to help ptudent investors.
$djia $spy $qqq #stockstowatch #investors #investing #stockmarket https://t.co/Dubd4S9XrC",0,0
TheAroraReport,2020-09-24 15:49:55,"Worth watching for trading opportunities  in airline stocks $aal $ual $jets $dal $luv
$save #airlines #stockstowatch #investors #investing #stockmarket https://t.co/Dubd4S9XrC",0,0
TheAroraReport,2020-09-24 15:46:16,Will the stock market  retest the March low? This is the question I am being asked most often today.  We discuss this in the Morning Capsule. See the chart.https://t.co/6UdsPtT6dJ $djia $spx $qqq #stockmarket #stockstowatch  #investing #election2020 #trump  #supremecourt https://t.co/pW5xntqePm,1,0
TheAroraReport,2020-09-24 15:08:06,This is an excellent article by you. https://t.co/U87PWvh3Ml,0,0
TheAroraReport,2020-09-24 15:00:59,On CNBC now - Buffett helping E.W. Scripps buy ION. Arora signals already provided a great trade with quick profits. Sold short at $16.32. Booked profits at $13.30. See the chart. $ssp $djia #ion #buffett #stockmarket  #investing #stockstowatch  #cnbc https://t.co/8Zz9pdPOt4,0,0
TheAroraReport,2020-09-24 14:10:50,VERY PROFITABLE TRADE GOING AGAINST WARREN BUFFETT NOW IN THE TARGET ZONE… https://t.co/U5l44vd6wZ #stockmarket,0,0
TheAroraReport,2020-09-24 14:10:49,GO AGAINST WARREN BUFFETT — A NEW TRADE ON THE E. W. SCRIPPS BUYING ION https://t.co/H9jVEGkapa #stockmarket #0 #ssp,0,0
TheAroraReport,2020-09-24 11:01:28,"Good Morning, Friends!",9,0
TheAroraReport,2020-09-24 09:15:50,"Hi Carl, 
Was not this obvious right after Ginsburg passed? 
Was not 6% growth too optimistic considering some of the pent up demand has already been satisfied?
#stockmarket #economy #stimulus #Election2020 https://t.co/WwPVh4xWEL",2,0
TheAroraReport,2020-09-24 01:58:36,"Good Night, Friends!",4,0
TheAroraReport,2020-09-23 23:05:02,"Hi Zack, 
Will the stock market care as the virus spreads more? https://t.co/MJItmxKsGS",2,0
TheAroraReport,2020-09-23 23:00:53,"Jermey, enjoy! https://t.co/vXaMOCLt3B",4,0
TheAroraReport,2020-09-23 20:59:45,We show it this Xray  of the stock market on charts to our paid subscribers when it adds significant value. We drill it down further to provide even more valuable money fliw data . $djia #stockstowatch #investors #investing #stockmarket https://t.co/JhNqBe9leS,3,0
TheAroraReport,2020-09-23 20:36:45,"Would you like to do an X-ray of the stock market to understand what is going on below the surface? VUD indicator is the X-ray. Take a look at the chart. To get these insights, take a FREE trial https://t.co/6UdsPtT6dJ #StockMarket #investing #stockstowatch $djia $crm $qqq $spx https://t.co/nAe58Vejp7",2,0
TheAroraReport,2020-09-23 20:17:21,"Gold breaks down below support. Please see the chart. https://t.co/OpaEGKjHDl For explanation, see the Morning Capsule that was published before the market open. Capsule provided momo and smart money flows in gold. https://t.co/6UdsPtT6dJ $gld $slv $gdx #gold #silver #investing https://t.co/RNhrdcV9Z2",2,0
TheAroraReport,2020-09-23 16:45:11,"@Sunny_Solutions Hi Sunny, The dignal was given in the aftermarket  to take advantage of the up spine on hype. You could have easily short sold at $514 as much as you wanted.",1,0
TheAroraReport,2020-09-23 15:38:16,"Hello Friends,
Are you experiencing Tesla outage?
It may cause a very short term dip in Tesla stock.
#Tesla $tsla #stockstowatch #investing #stockmarket https://t.co/J0jR7JJmX1",1,1
TheAroraReport,2020-09-23 14:49:48,UPDATE ON TESLA POSITION — EXCELLENT VISION OUTLINED AT THE BATTERY DAY https://t.co/oHKKLyt0XQ #stockmarket #0,3,0
TheAroraReport,2020-09-23 12:03:31,"Thank you, Marcus.
#stockmarket #stockstowatch #investors #investing https://t.co/bTTD65MOMW",5,0
TheAroraReport,2020-09-23 11:15:19,"$JNJ running up on coronavirus vaccine entering Phase 3 $djia
#johnson&amp;johnson #stockstowatch #investing #investors #stockmarket #COVID19 #coronavirus #vaccine https://t.co/bxGO3r4Hh2",0,0
TheAroraReport,2020-09-23 10:40:54,"It depends on your time frame. This is the golden age of biotech.
$xbi #biotech #Biotechnology #stockstowatch #investing #investors #stockmarket https://t.co/60AI3GhP7f",1,0
TheAroraReport,2020-09-23 10:01:55,Good Morning!,10,0
TheAroraReport,2020-09-22 23:43:18,"Follow the  most accurate stock market, gold and oil analysis in bull and bear markets - easily verifiable - over 100 million page views of Arora calls. The secret is the proven ZYX Change Method. Opportunities from across the globe. FREE 30 day trials https://t.co/6UdsPtT6dJ",3,1
TheAroraReport,2020-09-22 23:06:33,"VUD indicator is proprietary to The Arora Report. Since it provides such great insights, it is closely guarded.
#stockmarket #stockstowatch #investors #investing $djia $qqq https://t.co/4YrJyQauMp",0,0
TheAroraReport,2020-09-22 23:04:20,"The Arora Report is holding Overstock stock long from $6.61. It closed at $79.34 --- % wise it is a big gain. 
$ostk #stockstowatch #investing #investors #stockmarket #overstock https://t.co/3JUHK3Mfvi",2,0
TheAroraReport,2020-09-22 23:03:21,KB HOME STOCK BREAKS OUT ON GOOD EARNINGS IN THE RED HOT HOUSING MARKET https://t.co/NbrdOgE58w #stockmarket #0 #kbh,2,0
TheAroraReport,2020-09-22 23:00:38,"Thank you Shane for your kind words. Thousands of investors have benefited from The Arora  Report.
$djia #stockstowatch #investing #stockmarket https://t.co/3JUHK3Mfvi",1,0
TheAroraReport,2020-09-22 22:33:32,"Since Tesla intends to make batteries in-house, The Arora Report may issue a short sell signsl on Panasonic.
$tsla $qqq $djia
#tesla  #techstocks #teslastock #Teslabattery #stockstowatch #investing #investors #stockmarket https://t.co/og3Vn6aKut",0,0
TheAroraReport,2020-09-22 22:29:45,"Hi, consider subscribing to ZYX BUY CHANGE ALERT from The Arora  Report if you are active and like individual stocks. 
#stockmarket https://t.co/uprYkaJSCg",1,0
TheAroraReport,2020-09-22 22:26:52,"I agree that silicone is promising for batteries. Tesla says silicone can store
9 times more than lithium and graphite. A breakthrough is coming. 
$TSLA  $qqq $djia
#tesla #teslastock #teslabattery #stockstowatch #investing #investors #stockmarket #investing https://t.co/3AuelMlmVK",5,1
TheAroraReport,2020-09-22 21:05:02,"Tesla about to start the battery day. Let us see how the stock reacts.  Take a look at the chart, the stock is at a critical junction. 
$tsla $qqq $djia #stockstowatch #investors #stockmarket #investing #tesla #Teslabatteryday https://t.co/iH6HvtQ1IY",2,0
TheAroraReport,2020-09-22 20:50:47,"Thank you Shane for being a subscriber and your kind words.
#stockmarket #investing #investors $djia https://t.co/lGSQsDi9rS",1,0
TheAroraReport,2020-09-22 20:49:09,"Nike stock is  flying after hours on earnings better than the consensus and whisper numbers. Waiting for the conference  call.
$nke $djia #stockstowatch #investing #investors  #stockmarket https://t.co/eDyRHqyAgC",0,0
TheAroraReport,2020-09-22 20:40:23,"Yes, VUD indicator is  very insightful.  It is a proprietary indicatoe and closely guarded.
$djia  $qqq $spx 
#stockmarket #stockstowatch #investing #investors https://t.co/hj2S28e1tJ",1,0
TheAroraReport,2020-09-22 15:11:53,MOMO CROWD BUYS THE DIP IN MOMO STOCKS https://t.co/yJA59V3kzR #stockmarket #0 #djia #dkng #gld #gold #markets #mlhr,1,0
TheAroraReport,2020-09-22 14:44:08,Take a look at the chart for the big move in Apple stock from yesterday's low. Apple move was the tell for the market rebound. $aapl $qqq $djia #StockMarket  #stockstowatch #investing  #apple https://t.co/nsmJE9CGNZ,4,0
TheAroraReport,2020-09-22 13:51:52,Earlier today The Arora Report gave a signal to short sell Peloton on Amazon partnering with Echelon to produce a $499 connected bike. So far the trade is profitable. https://t.co/6UdsPtT6dJ $pton $amzn $wmt $djia $qqq #peloton #amazon #stockmarket #stockstowatch #investing,5,1
TheAroraReport,2020-09-21 20:17:54,"@mbrushstocks Michael,  we have an algorithmically driven mostly sponsored campaign running.",0,0
TheAroraReport,2020-09-21 20:14:21,"Per our system the probability of revisiting the stock market March low was less than 10%. Now with Ginsburg death probability has gone much higher. There is not a good way to model the Supreme Court.
$dia $qqq $spy #StockMarket #stockstowatch #investing #investors #supremecourt https://t.co/GbaK7gDcfl",3,0
TheAroraReport,2020-09-21 19:43:25,Hillarios! https://t.co/1oyekRdqtm,0,0
TheAroraReport,2020-09-21 19:39:12,Do you want an X-ray of the stock market? Take a look at the VUD indicator.  VUD is the most sensitive measure of net supply demand in real time. On non-momo stocks it looks different. To learn more https://t.co/6UdsPtT6dJ $qqq $djia $spy $aapl $amzn #StockMarket #stockstowatch https://t.co/KPBBxsjwql,2,0
TheAroraReport,2020-09-21 18:24:46,"You are right about the megaphone pattern in the stock market. We are watching snart money flows.
$djia $qqq $spx
#stockmarket #stockstowatch #investing #investors https://t.co/5RfI2QHMT8",1,0
TheAroraReport,2020-09-21 18:22:48,"There is rebalancing  ahead among foreign investors -- may provide several opportunities 
#stockmarket #investing #stockmarket #stockstowatch  $djia $spx https://t.co/ri2jyWj5RO",1,0
TheAroraReport,2020-09-21 18:20:51,"Hello Michael, a reasonable observation  on your part!
#stockmarket #investing #investors https://t.co/PJOS1fCsCG",0,0
TheAroraReport,2020-09-21 17:05:29,"The Arora Report added to cash by taking some profits. To see recommended cash levels now, please take a FREE30 day trial.https://t.co/6UdsPtT6dJ
$djia $spy $qqq $aapl $amzn $fb $wmt
#stockmarket #investing #investors #stockstowatch https://t.co/5uIn92Lpe8",0,0
TheAroraReport,2020-09-21 15:17:26,"RAISE CASH, POLITICIZATION OF JUDICIARY IS A NEGATIVE https://t.co/HMxwO6rhdf #stockmarket #0 #dia #djia #gld #slv",2,0
TheAroraReport,2020-09-21 13:40:44,"Arora warning of smart money selling near the top in the stock market.
The most accurate analysis in bull and bear markets.
 For serious investors only. 30 day FREE TRIAL. https://t.co/6UdsPtT6dJ https://t.co/3SvpQej7hu",7,1
TheAroraReport,2020-09-21 11:48:36,"A good video if you have not been closely watching
#fed #StockMarket https://t.co/eKWjw8WRZc",0,0
TheAroraReport,2020-09-21 11:46:40,"Hi Jeremy,
This is a good article that everyone should read. Thanks for publishing this. https://t.co/jHXbCBf9Ls",1,0
TheAroraReport,2020-09-21 11:15:46,"At The Arora Report,  natural gas is always on our radar. The set up has to be right to give a signal. Stay tuned.$ung $djia
#gas #stockstowatch #investors #stockmarket https://t.co/VD4fPo28MX",0,0
TheAroraReport,2020-09-20 22:21:25,"WEEKLY STOCK MARKET DIGEST: FINALLY SOME INVESTORS GETTING CONCERNED ABOUT THE FED, RED HOT HOUSING MARKET COOLS $SPY $DJIA $DIA https://t.co/a67uTI1pW3 
#stockstowatch  #investors  #investing",0,1
TheAroraReport,2020-09-20 21:24:37,"@AadiUSA Are you subscribed to the paid? Please 
email to customer service.",0,0
TheAroraReport,2020-09-20 18:52:34,"Hello Friends,
How do you think Tesla stock wi react to the battery day? Expectations are very high. 'Sell the news' is one scenario. On the other hand a million mile battery will be a breakthrough. $tsla $djia #stockstowatch #investors #investing #stockmarket",3,0
TheAroraReport,2020-09-20 16:45:45,"@Sahass has the right idea about Walmart and TikTok! $wmt $orcl $djia
#stockmarket #stockstowatch #investing #investors  #TikTok #TikTocTrump #Trump https://t.co/SMIL3OHj9A",0,0
TheAroraReport,2020-09-20 15:16:28,WEEKLY STOCK MARKET DIGEST: FINALLY SOME INVESTORS GETTING CONCERNED ABOUT THE… https://t.co/HxSWcvfpdm #stockmarket,3,0
TheAroraReport,2020-09-20 12:30:39,"Walmart stock is in The Arora Report Model Portfolio. Buy zone is important for those not holding the stock. There may be a short term trades. Depends on how they open.
$wmt $orcl $djia #TickTockTrump #TikTok #ticktock $#stockstowatch #investing #stockmarket #investors https://t.co/UMtXdHhnXo",1,0
TheAroraReport,2020-09-20 11:49:56,"Hello Frirnds, 
In your opinion, how will Oracle and Walmart stocks react?
Trump has blessed Oracle deal for TikTok. The new ownership
$ORCL 12.5%
$WMT 7.5%
ByteDance  80%
$djia #stockstowatch #investing #investors #investing https://t.co/Ymbxriuw9X",2,0
TheAroraReport,2020-09-20 03:44:43,@DrSJaishankar Condolences,0,0
TheAroraReport,2020-09-20 03:19:45,"Money flow in DraftKing stock was positive. See the chart This, in part, kept us  in the trade as the dtock moved higher. $dkng $penn $czr $mom
#stockmarket #stockstowatch #investors #investing https://t.co/rdeB93UJAN",6,0
TheAroraReport,2020-09-20 03:11:56,We took partial profits  on DraftKing stoskin the first target zone. Holding partial for the second target zone. May raise the stop $dkng $penn #stockstowatch  #investors  #investing #stockmarket #sportsbetting https://t.co/7jQGvPa8Vs,5,0
TheAroraReport,2020-09-19 19:52:48,"To all my Jewish friends, Happy New Year! Shana Tova!
#ShanahTovah #RoshHashanah https://t.co/EJHIL88wX9",5,1
TheAroraReport,2020-09-19 19:33:44,"Apple has large opportunity with 5G  and services. We always hear from new subscribers that they wish they had subscribed years ago.
https://t.co/6UdsPtT6dJ
$aapl #stockstowatch #investors #investing #stockmarket https://t.co/BWfx3SUo1x",5,1
TheAroraReport,2020-09-19 17:48:25,Apple gap at $96 has high probability of filling.$aapl #stockstowatch  #investors #investing  #stockmarket https://t.co/ugI90DIObC,3,0
TheAroraReport,2020-09-19 16:24:13,"When Apple stock wes hitting the high, we were getting  emails asking why our BUY NOW rating was a NO. Take a look at how much Apple stock gas fallen from the high. $aapl #stockstowatch #stockmarket #investing #investors https://t.co/DrUpYmI5AG",5,0
TheAroraReport,2020-09-19 15:14:07,SELLING IN ETFS BUT MOMO STILL BUYING $#QID $#PTON $#ZM $#TDOC $#DJIA $#SPX $… https://t.co/05Zyuju1I2 #stockmarket,0,0
TheAroraReport,2020-09-19 14:55:17,"Hello Friends,
Can the stock market make you rich if you strive to learn and have good guidance?
$djia #stockstowatch #investing #stockmarket #investing https://t.co/im2VgwbfUn",2,0
TheAroraReport,2020-09-19 12:18:42,"Good picks, Glen https://t.co/1Hr3BuCPDX",0,0
TheAroraReport,2020-09-19 04:25:00,Thank you Trip https://t.co/ItApPse30C,3,0
TheAroraReport,2020-09-19 04:24:10,"Yes we do see a future entry. Wd provide buy zones, stop zones and target zones in advance on many stocks and ETFs.
$SNOW is on radar. It takes patience to wait for the right opportunity. 
#stockmarket #stockstowatch #investors #investing https://t.co/x3vVpQEHTN",3,0
TheAroraReport,2020-09-19 04:20:08,"@ChartsOfTheWeek Hello,
Thanks for asking. Please write me at nigam@TheAroraReport.com and wd can discuss..  We are always interested in making it easy for everyone.",0,0
TheAroraReport,2020-09-18 18:01:17,"A very good column, Howard! https://t.co/EVrHuSGec7",1,0
TheAroraReport,2020-09-18 17:26:50,May be after the fast! https://t.co/ri5XCNuAGz,0,0
TheAroraReport,2020-09-18 17:26:10,"Friends, are you a fan of sports betting?
DraftKing stock is flying. Took partial profits in the first target zone. Still holding some for the second target zone. https://t.co/6UdsPtT6dJ $dkng $penn #stockstowatch #investors #stockmarket #investing https://t.co/zVcUqKYHLN",5,0
TheAroraReport,2020-09-18 17:19:23,"Tim, looks delicious and healthy! https://t.co/EVrHuSGec7",1,0
TheAroraReport,2020-09-18 17:18:13,"Serious stock market investors ought to pay attention to the money flow in Nasdaq today. See the chart. Get more insights with Free 30 day trial 
https://t.co/6UdsPtT6dJ
$qqq $djia $spx $aapl #stockstowatch #investors #investing #stockmarket https://t.co/1P3mZIn38k",1,1
TheAroraReport,2020-09-18 17:11:44,"Jermey,
I think he is  Unity Software is right about the value of their culture. $U
#STOCKMARKET #STOCKSTOWATCH https://t.co/fW4Up5BIHZ",3,0
TheAroraReport,2020-09-18 15:26:12,PRUDENT INVESTORS NEED TO KNOW NOW THE SHIFT BY MOMO AND THE ANALYSTS $#MLHR $… https://t.co/c9FLAzCwsQ #stockmarket,1,0
TheAroraReport,2020-09-18 14:08:13,TAKE MORE PARTIAL PROFITS ON #SUMO LOGIC AND MOVE STOPS ON THE REST $SUMO https://t.co/sMkBst00GH #stockmarket #0,1,0
TheAroraReport,2020-09-18 11:49:13,"Trump sets Sept 20 deadline to bar TikTok. $ORCL and $WMT deal fails.
#stockmarket #investing #stockstowatch #investors https://t.co/ZMaue4Z2M4",2,0
TheAroraReport,2020-09-17 21:16:51,"John, you provided good information  for investors.
Thanks https://t.co/WXGOurIAeT",2,0
TheAroraReport,2020-09-17 17:29:59,"Are Fed policies causing income inequality?
#stockmarket #stockstowatch #investors #Fed #incomeinequality https://t.co/xqSN4iptje",0,0
TheAroraReport,2020-09-17 15:43:41,"Hello friends, what do you think of our stock market IPO system? Buffett made $800 million on Snowflake IPO. Is the system rigged? https://t.co/VbMewVmkHB $SNOW $DJIA $QQQ $SPX #StockMarket #stockstowatch #investing #investor #IPO #buffett #trading",3,0
TheAroraReport,2020-09-17 15:21:57,PROFIT TAKING ZONES FOR #SUMO LOGIC $SUMO https://t.co/gmjOYJk7qX #stockmarket #0,1,0
TheAroraReport,2020-09-16 22:01:27,We are booking partial profits. https://t.co/Yfc32OEGT4,3,0
TheAroraReport,2020-09-16 21:10:31,"Jermey, 
This shows the excess speculative sentiment in the stock market. $SNOW is now worth six times what it was worth not long ago. We are now in the profit taking mode on this one. https://t.co/a7lEhMnS5F",3,0
TheAroraReport,2020-09-16 20:26:16,"The Arora Report proprietary indicator showed you exactly what happened in the stock market after Fed statement  --it  was net supply. https://t.co/6UdsPtT6dJ
$djia $qqq $spx
#stockmarket #stockstowatch #investors #investing https://t.co/RqBg1CwgVZ",1,1
TheAroraReport,2020-09-16 18:13:17,"Hello Friends, could Fed be more dovish? FOMC statement targets over 2% inflation.
#stockmarket #stockstowatch #investors #investing 
$djia https://t.co/EKcSHd7Cf4",2,1
TheAroraReport,2020-09-16 17:41:41,"Neurophonic computing -- next investment frontier
#stockmarket #stockstowatch #investors #investing 
$djia https://t.co/CFtGc3Fm19",4,0
TheAroraReport,2020-09-16 16:45:47,Our call is to take partial profits if you were able to get shares in th IPO. https://t.co/64yOuuQE8o,1,0
TheAroraReport,2020-09-16 15:48:25,NEW PROFIT TAKING ZONE FOR SNOWFLAKE STOCK $#SNOW https://t.co/geyPpxAZBm #stockmarket #0,1,0
TheAroraReport,2020-09-16 15:34:53,SnowFlake stock new opening indication $225 -- $235 $SNOW $DJIA #STOCKMARKET #STOCKSTOWATCH #INVESTORS #INVESTING https://t.co/pMCx29xSO5,1,1
TheAroraReport,2020-09-16 15:15:17,"SNOWFLAKE TAKE PARTIAL PROFITS AT THE OPEN, OPENING INDICATION $#SNOW https://t.co/qiuIQ6vB8f #stockmarket #0",3,0
TheAroraReport,2020-09-16 15:13:57,@mattyzone Shortly if they can figure out the orders.,1,0
TheAroraReport,2020-09-16 15:10:21,"SnowFlake stock opening  indication 
$190 -- $195
$SNOW $DJIA
#STOCKMARKET #STOCKSTOWATCH 
#INVESTORS #INVESTING https://t.co/tj2V89vETg",2,0
TheAroraReport,2020-09-16 00:17:28,"That is so true, Zack. https://t.co/ns5Ox6Hd8m",1,0
TheAroraReport,2020-09-15 23:29:00,"Hello Friends, FTC  ready to file antitrust suit against Facebook.  What do you think  about  the impact on the stock? Watch the stock fall.
$FB $DJIA 
#STOCKMARKET #STOCKSTOWATCH #INVESTORS #INVESTING https://t.co/BNeV2g2L1I",4,0
TheAroraReport,2020-09-15 19:45:29,"Stock market has given up its gains and turned negative. $DJIA
#STOCKMARKET #STOCKSTOWATCH #INVESTORS #INVESTING https://t.co/IY2G1dERJ8",0,0
TheAroraReport,2020-09-15 18:23:16,It should face scrutiny but Nvidia got MLNX acquistion done. Good record. https://t.co/TwJ1NAeqMk,2,0
TheAroraReport,2020-09-15 18:14:42,"DIGGING BELOW THE SURFACE SHOWS WEAKNESS IN THE STOCK MARKET. Money flows  in the stock market are weak today. $NVDA $SFTBY $DJIA $SPX$ QQQ $GLD  https://t.co/hU94bduUjC 
#stockmarket #stockstowatch #investors #investing",3,0
TheAroraReport,2020-09-15 17:59:43,"Excellent move for Apple. I think it will be popular. No reaction in Apple stock.
$aapl $djia$qqq
#stockmarket #stockstowatch #investors #investing https://t.co/o4hGvY6yOf",1,2
TheAroraReport,2020-09-15 17:55:42,"This is a good direction for Apple
$aapl $djia
#stockstowatch #investors #investing #stockmarket https://t.co/FRhd5MMPuc",2,0
TheAroraReport,2020-09-15 17:49:33,"You are right about this, Sam! https://t.co/WRHqxBsTNv",0,0
TheAroraReport,2020-09-15 15:35:17,Profitable trade on Peloton is complete. The Arora Report gave a signal to sell short at $94.76. Profits taken as low as $78.83 in target zone given ahead of time. Take a FREE trial to get the signals. https://t.co/6UdsPtT6dJ $PTON $QQQ $DJIA #StockMarket #stockstowatch #peloton,2,0
TheAroraReport,2020-09-15 15:02:52,DIGGING BELOW THE SURFACE SHOWS WEAKNESS IN THE STOCK MARKET $#NVDA $#SFTBY $… https://t.co/Vqauz4fxx2 #stockmarket,0,0
TheAroraReport,2020-09-15 15:02:46,A NEW IDEA ON #SUMO LOGIC IPO $SUMO https://t.co/JOZ7ki2rbi #stockmarket #0,0,0
TheAroraReport,2020-09-15 12:37:24,"BIOTECH GILEAD MAY BECOME THE FUTURE LEADER IN SOLID TUMOR CANCER TREATMENT — A STOCK MARKET OPPORTUNITY $GILD $IMMU $xbi $djia https://t.co/MD33IqUJCK 
#stockmarket #stockstowatch #investors #investing",2,0
TheAroraReport,2020-09-14 22:28:10,"Here is the link with more info
https://t.co/8sZiwySCd2
#venus #LifeOnVenus https://t.co/NrwczwDe1O",2,0
TheAroraReport,2020-09-14 22:26:15,"My Friends, What do you think of potential life on Venus?
#Venus #LifeOnVenus https://t.co/HDW0jGVwPo https://t.co/iPYt6BRoWK",3,1
TheAroraReport,2020-09-14 20:28:20,NKLA chair Milton bought 41400 shares in the range of $30.10 to $33.60 today.  Arora buy zone and target zone and position size given earlier remain valid. https://t.co/6UdsPtT6dJ $NKLA $GM $DJIA #stockstowatch #StockMarket #investor #investing,1,0
TheAroraReport,2020-09-14 20:15:28,DraftKing stock flew to the Arora Target Zone on sports betting deal with ESPN. The Arora Report trade in $DKNG is now taking partial profits into the strength when momo crowd is buying.  $CZR $DIS $djia #stockstowatch #investors #investing #stockmarket https://t.co/6UdsPtT6dJ,1,0
TheAroraReport,2020-09-14 18:11:37,"Thanks to you Albert and your team for doing great job for humanity.
$PFE $BNTX https://t.co/gFFtYLaAmj",1,0
TheAroraReport,2020-09-14 17:54:18,"@jowens510 So true, Jeremy. Well said!",1,0
TheAroraReport,2020-09-14 17:51:24,"A good read on vaccines
#coronavirus #Covid_19 https://t.co/hI07TSEbTY",0,0
TheAroraReport,2020-09-14 17:45:43,"DraftKing and Ceasars  stocks  flying on sports betting deal with ESPN. The Arora Report trade in $DKNG is now profitable-- getting close to the target to book profits $CZR $DIS $djia
#stockstowatch #investors #investing #stockmarket 
https://t.co/6UdsPtT6dJ https://t.co/DhRgcfPVOZ",1,0
