screen_name,date,tweet,likes,retweets
boonepickens,2019-09-25 17:00:46,The #okstate community will celebrate the life of T. Boone Pickens today in Gallagher-Iba Arena at 3 pm CDT. Watch live at https://t.co/LQ6ThL5AiD. #RememberingBoone https://t.co/wAUHelvbgd,70,10
boonepickens,2019-09-20 20:23:35,"""I was able to amass 1.9 million Linkedin followers. On Twitter, more than 145,000 (thanks, @Drake). This is my goodbye to each of you.” #RememberingBoone https://t.co/QVrpq15mXi",227,67
boonepickens,2019-09-20 16:00:52,"The funeral service to honor the life and legacy of T. Boone Pickens took place yesterday in Dallas. Speakers included Texas Governor Greg Abbott, Dallas Cowboys owner Jerry Jones, and Alan White, a long-time friend of Mr. Pickens. #RememberingBoone https://t.co/slheorb9qg",99,10
boonepickens,2019-09-19 19:00:26,Tune in now at https://t.co/5UhdxrQkQx to watch the funeral service to honor the life and legacy of T. Boone Pickens. #RememberingBoone https://t.co/QAF8YfzZyl,78,12
boonepickens,2019-09-19 17:38:08,"""I left an undying love for America, and the hope it presents for all. I left a passion for entrepreneurship, and the promise it sustains. I left the belief that future generations can and will do better than my own."" #RememberingBoone https://t.co/QVrpq15mXi",291,60
boonepickens,2019-09-19 15:30:58,"The funeral service to honor the life and legacy of T. Boone Pickens will take place today at 2 p.m. CDT in Dallas, Texas. A live stream will be available at https://t.co/5UhdxrQkQx. #RememberingBoone",59,13
boonepickens,2019-09-18 18:58:06,"This message from T. Boone Pickens was written prior to his passing on September 11, 2019. ""Have faith, both in spiritual matters and in humanity, and in yourself. That faith will see you through the dark times we all navigate."" #RememberingBoone https://t.co/QVrpq15mXi",1280,420
boonepickens,2019-09-16 20:58:55,"A tribute to T. Boone Pickens from the print version of the Dallas Morning News on September 15, 2019. #RememberingBoone https://t.co/hQD9MOuRI6",359,41
boonepickens,2019-09-16 16:42:49,"The funeral service to honor the life and legacy of T. Boone Pickens will take place on Thursday, September 19 at 2 p.m. CDT in Dallas, Texas. A live stream will also be available at https://t.co/XhqlgESyjo. #RememberingBoone https://t.co/AqHEdH1z73",58,11
boonepickens,2019-09-15 18:31:16,Governor @GregAbbott_TX on the passing of T. Boone Pickens. Gov. Abbott will speak at the funeral service this week in Dallas. #RememberingBoone https://t.co/zkgj7yJy7X,99,10
boonepickens,2019-09-14 21:48:49,The #okstate community is #RememberingBoone at today’s #OKSTvsTUL game. #GoPokes https://t.co/pihZSQRqjf,221,7
boonepickens,2019-09-14 18:46:15,"""The late energy mogul had a sweet tooth and a softer side -- and he loved to tell tall tales."" #RememberingBoone @CherylHall_DMN https://t.co/volkT47JwS",63,10
boonepickens,2019-09-13 20:16:27,"Cowboys owner and general manager Jerry Jones, who will speak at the funeral service for T. Boone Pickens next week, reflects on their decades-long friendship. #RememberingBoone https://t.co/VNa7xnHsCR",88,15
boonepickens,2019-09-13 15:13:35,"The funeral service to honor the life and legacy of T. Boone Pickens will take place on Thursday, September 19 at 2 p.m. CDT in Dallas, Texas. A live stream will be available at https://t.co/XhqlgFa9aW. #RememberingBoone https://t.co/EeqLRaGLC0",180,35
boonepickens,2019-09-12 16:27:32,Please join us in sharing your favorite memories of T. Boone Pickens by visiting https://t.co/xPwNpT8HLk. #RememberingBoone https://t.co/gcntms74La,147,15
boonepickens,2019-09-11 18:14:53,"It is with great sadness that we announce the passing of T. Boone Pickens on September 11, 2019. #RIPBoone https://t.co/w6bt9d22GL https://t.co/PhCvOnOpfs",9061,3624
boonepickens,2019-09-06 15:15:12,"Not making the #okstate Cowboy Golf Pro Am, my first miss in 46 years. Here’s what I am missing this morning. Surely you have a favorite in there somewhere. https://t.co/2yx86HDTqv",704,47
boonepickens,2019-08-29 15:00:44,"When you are 91, reflecting on your life and impact is both painful and joyous. Here's where my head is on all of that. My annual missive to the #okstate fan base. https://t.co/HPUoNysaOZ",694,189
boonepickens,2019-08-28 22:45:11,"Well known fact: I transferred from Texas A&amp;M to #okstate after losing my basketball scholarship after my freshman year of college. Lesser known fact: I used to be 6-foot tall, but I started shrinking after I stopped playing ball. https://t.co/SVKIBIje1A",325,17
boonepickens,2019-08-28 20:13:00,"Sitting at my desk shedding a few tears as I pen my annual thoughts for the #okstate fan base. Releasing it at 10am CT tmrw. Spoiler alert: When you hit your 90s, two things happen. 1) Your memory isn’t as good as it once was. 2) The memories you do have you tend to cherish more. https://t.co/6ugKmLaXK7",1880,172
boonepickens,2019-08-06 18:34:40,It helps to have a sense of humor when you’re an investor in times like this. https://t.co/OGv4pHmZqI,109,23
boonepickens,2019-07-31 01:38:13,Watching #DemDebate on energy issues..or so I thought. Wrong channel. Think it’s actually the Looney Tunes network.,949,138
boonepickens,2019-07-09 15:37:38,"My thoughts on the passing of patriot, entrepreneur and visionary business leader, Ross Perot. https://t.co/e1Nwi4e6zh",444,91
boonepickens,2019-07-08 17:53:57,"For the last decade, #IndependenceDay has been followed by an #EnergyIndependenceDay celebration on #PickensPlan launch anniversary. Significant milestones have been reached. We're on a path to a better energy future. But we must continue working together. https://t.co/cFbuDQiiJe",59,15
boonepickens,2019-07-03 03:02:52,Lee and I were leaders in restructuring corporate America in the 70s and 80s. Goal? Make America great again. We were trailblazers . RIP brother. Automotive industry legend Lee Iacocca dies at the age of 94  https://t.co/ediQDQd98V,324,37
boonepickens,2019-06-27 02:29:36,"@KyleWrayOSU @jayrosser All hat. No cattle. Seriously, thanks for your #okstate leadership.",29,3
boonepickens,2019-06-24 18:49:58,Lost my ass on wind energy. Not wrong. Just early. Interesting read on one man who got it right. @russellgold https://t.co/a7gjlPyrnW,320,74
boonepickens,2019-06-17 16:01:46,Thank you to @govabbott and the Texas legislature for believing in @TTUVetMed and for taking action to make it happen. This is great news for our state's veterinary workforce and our agriculture industry. #texlege #ttuvetmed https://t.co/52C3gM4536,156,23
boonepickens,2019-06-06 19:27:21,You are welcome. Have always said at Mesa Vista Ranch it’s more catching than fishing. Good to help them learn the joys early. https://t.co/qDwYJNVaFP,86,1
boonepickens,2019-05-31 19:26:07,Normally in bed by 8. Staying up late to watch @CowgirlSB in historic #Bedlam match with @OU_Softball at 8:30 pm CT. I have my eyes on you. And I have a favorite. #okstate #wcws https://t.co/DN8TwkfgmZ,845,48
boonepickens,2019-05-29 18:55:36,Kudos to Texas legislature for voting to fully fund @TTUVetMed in Amarillo. Now it’s up to @govabbott &amp; @TXHigherEdBoard to approve it so construction can begin this fall. It’s time to solve the unmet veterinary needs of our state. #TTUVetMed @JasonWhitely https://t.co/rID8KMTwsU,82,17
boonepickens,2019-05-22 14:19:21,"Turn 91 today. Here’s how I celebrated my 2nd birthday. Things were simpler then. At my age now, a cake with candles is a certified fire hazard. https://t.co/kXk3ufhjvA",3118,203
boonepickens,2019-05-14 19:44:58,.@POTUS touring an LNG export facility underscores strengthening U.S. energy security picture. But let’s not lose site of importance of utilizing that resource at home in heavy duty trucking to further weaken the OPEC cartel and its threat to national security. https://t.co/yC7fEnEgCi,66,8
boonepickens,2019-05-12 16:34:14,A lot of deals &amp; discussions have happened at this table with @TonyRobbins @TedTurnerIII @Carl_C_Icahn @AROD @barry_switzer @garthbrooks @LindseyGrahamSC @KarlRove @IngrahamAngle @SullyCNBC &amp; more. It's time for a new owner to hatch great plans around it. https://t.co/bP9HHTwtVM,51,5
boonepickens,2019-05-10 14:22:33,"I challenge anyone to come up with a #FBF photo of themselves that goes back further than this. Here’s me with my mom, Grace, 90 years and 4 months ago. I think of her every day. Happy #MothersDay weekend to all the moms out there. https://t.co/LancZrEMJd",527,35
boonepickens,2019-05-09 22:51:52,"Let’s get this right, Texas. #TTUVetMed https://t.co/mCIY5i4hIH",688,167
boonepickens,2019-05-06 15:46:36,"Here’s something I never thought I’d live to see: @business story that includes me, the Winklevoss twins and natural gas. Interesting read. @Mesa_Solutions https://t.co/Q9hbogK1nD",186,26
boonepickens,2019-04-29 19:40:35,"@wrbailey8 Next time, you buy.",28,0
boonepickens,2019-04-29 14:45:14,I've had the pleasure of gathering many smart people at #MesaVistaRanch to talk strategy &amp; ‘brainstorm’ ways to build support for @BrainHealth to drive a national conversation abt #brainfitness. Special thx to @LizFeld1 &amp; #CarlosBhola for sharing insights. https://t.co/a3zbL1dRp6,55,11
boonepickens,2019-04-25 19:34:45,"I wouldn’t have been successful in life without good overall health and #brainhealth has been a big part of that. Now, through my support of @BrainHealth at @UT_Dallas, I'm doing what I can to support better brain fitness for even more people. https://t.co/d3bAbhgirC",55,15
boonepickens,2019-04-23 15:17:06,I’ve always said a legend is someone who is past 70 and still working. But it’s also when you are nearing 91 and getting great awards like this. Thanks #okstate. https://t.co/36Jcj718pb,525,46
boonepickens,2019-04-16 19:59:17,"OPEC &amp; new pal Russia can manipulate crude prices somewhat but US should focus on our abundance of cleanest, cheapest fuel available - natural gas. Use as fuel for heavy duty trucks &amp; we’ll have strong energy future. OPEC will eventually implode with or without Russia. @OPECnews https://t.co/BmVYl06fPv",70,13
boonepickens,2019-04-14 21:09:52,"Very proud of @OSUCowboyGolf Viktor Hovland and his strong amateur showing @TheMasters Even as I close in on my 91st birthday, confident I will see him don the #GreenJacket one day. Hopefully sooner rather than later. #okstate",612,19
boonepickens,2019-04-11 17:50:03,"Posed with my “Boone” book in 1987, year before my friend @rickiefowler was born. Today, he’s my favorite themasters pick.  Replicated that book pose this morning, with all… https://t.co/7UAA3Lk784",22,2
boonepickens,2019-04-08 19:21:46,"A hidden camera caught @Rudolph2Mason in a clandestine, midnight dip at my #MesaVistaRanch koi pond. Then Maverick and Goose made an appearance on the flight home. Great #okstate football legends weekend. https://t.co/lhAisof0BN",301,10
boonepickens,2019-04-02 16:23:19,"Walked down my own Memory Lane this morning, back to 1990 and when I almost ran for governor of Texas. Best decision ever not to. Hard to become a billionaire in public office. Legally, anyway. https://t.co/jW8kj7FDn0",509,56
boonepickens,2019-03-29 18:08:08,"Over the years, #okstate fans in NYC have gathered at @stillwaternyc to watch games and connect with fellow Cowboys. Sad to hear the place will be closing. Here’s a good memory from 2011 when @darrenrovell and I met up at the restaurant. @NYCCowboys https://t.co/uh9ol1gbbP",119,15
boonepickens,2019-03-27 20:40:54,".@ATT CEO Randall Stephenson recently sat for an interview with David Rubenstein at @TheEconomicClub, and he shared a little known secret about how Oklahomans who are successful in business get their start. 🐮 https://t.co/TRPkeTMMF6",22,3
boonepickens,2019-03-24 00:28:53,"@RoadMachineLTD @BrainHealth For that token amount, I’ll sell you one of the 41 hunting dogs.",6,0
boonepickens,2019-03-22 15:34:58,"Held a summit for @BrainHealth at #MesaVistaRanch this week. Tremendous cause. Can change the world with focus on brain health and brain performance. Of course, at my age, I’m happy with brain activity. Photo with Carlos Bhola and Geoffrey Ling. https://t.co/KQGzP6C7O0",79,14
boonepickens,2019-03-21 19:09:58,"Spent the morning mapping out 2020 election victory campaign w/ @GOP co-chair @TommyHicksGOP Grateful for his energy, knowledge and commitment  to the cause. #leadership https://t.co/aCDIheYA5n",117,22
boonepickens,2019-03-15 14:55:12,"Playlists are all the rage, and I don’t want to be left out. Here’s mine. But you may need one of these to listen to some of them. https://t.co/xnBTsUCBG7 https://t.co/CWtpBHe2kz",50,4
boonepickens,2019-03-08 16:09:14,Congrats to my friend Johnny Morris on receiving the T. Boone Pickens Lifetime Achievement Award at Park Cities Quail dinner last night. Intro w/ @wfaaweather was a little fishy though. https://t.co/NTvdmuVuOn @BassProShops #quail,35,5
boonepickens,2019-03-04 17:30:39,"Junior or senior, young or old, all my team members are held to the same standard. Good communication knows no age boundaries. @Forbes https://t.co/Fb7iOTtWbG",35,8
boonepickens,2019-03-01 22:13:01,"Funny, amazing and sad fact: #okstate legend Justice Hill has posted a 4.4 second 40-yard dash at #NFLCombine2019. At 90, I’d clock in at 4.4 minutes. @jhill21_ He has a promising @NFL future and I’m a big fan. https://t.co/v5UzTDs6Sa",328,26
boonepickens,2019-02-28 20:22:12,"When you and your weather forecasts are all wet, best to wear a wet suit @wfaaweather There’s more to this story. Stay tuned. #quail Thanks @BassProShops https://t.co/EpzhlW6Tdm",38,4
boonepickens,2019-02-26 18:32:29,"There is little point in developing a $10,000 accounting system to track 10 cent pencils. My thoughts on building teams and setting goals. https://t.co/a4tGR60mM9",76,13
boonepickens,2019-02-18 16:33:07,"On this #PresidentsDay, I pause to reflect on two of the best, Ronald Reagan and Abraham Lincoln. I’m fortunate to have lived a long life that has allowed me to vote for both, and my pictures with each are family keepsakes. https://t.co/JDuYwG2iQx",2586,311
boonepickens,2019-02-12 19:54:15,Give me two more feet in height and take off 70 years and I could be a tight end prospect like my #okstate and @dallascowboys friend Blake Jarwin @Jaws_47. Thanks for stopping by today. Go Pokes. Both of them. https://t.co/uZHB2RMPHt,503,30
boonepickens,2019-02-06 02:33:50,Great to hear update on US energy picture in #sotu Great progress in recent years. Everything American. But let’s stay vigilant. OPEC talks w/Russia concerning. Sure @SecretaryPerry as the designated survivor focused on that.,102,21
boonepickens,2019-02-04 02:40:07,Like I said. #SBLIII https://t.co/G7NJwsbUfc,167,7
boonepickens,2019-02-04 00:11:06,Congrats to my friend @RickieFowler for a great win today. 1st of several this year.  Grit. Orange. Brought the #okstate A game. #WMPO https://t.co/oKso9EEaaR,852,44
boonepickens,2019-01-23 14:44:29,Great day. https://t.co/YT214JslXz,84,8
boonepickens,2019-01-10 18:12:56,Why relocating my Holdenville House is such a moving experience for me. Read more: https://t.co/wNWGX0jPRU https://t.co/IqDy6LqWGY,110,13
boonepickens,2019-01-08 16:41:01,(3/3)  pause together to commemorate his lasting legacy. We will one day succeed in ridding the world of cancer and see John as a true pioneer in this fight.,40,0
boonepickens,2019-01-08 16:40:48,"(2/3)  as the pre-eminent cancer Institution in the world. I worked closely with him for many, many years and bought into his vision in a big way. All I wanted was a difference maker, and he delivered in spades. My thoughts and prayers are with his family as we",28,0
boonepickens,2019-01-08 16:40:20,"(1/3) The passing of John Mendelsohn is tough to take. He was a builder and a dreamer who made things happen. His passion for curing cancer in all forms helped transform the medical community in Houston, Texas and the nation and, in doing so, established MD Anderson",56,4
boonepickens,2019-01-04 00:03:04,Herb Kelleher is arguably the most transformative figure and character in the history of modern aviation. He is the epitome of the can-do entrepreneurial spirit. My heart goes out to his family and all our @SouthwestAir friends.,379,57
boonepickens,2018-12-21 16:09:23,"Here’s a holiday-themed fact about my #MesaVistaRanch: The front door at the Lake House was once a door at the home of “White Christmas” singer, Bing Crosby. Wishing you a Merry Christmas and Happy New Year. https://t.co/tAiRiORerS",180,10
boonepickens,2018-12-17 14:46:26,"Sadly, one college basketball coach once told me: ""Pickens, you can't run fast enough to scatter leaves."" https://t.co/eFiQ1g1zw5",209,17
boonepickens,2018-12-14 21:14:56,"From @dealbreaker: “In 2018...T. Boone Pickens decided to hang up his hedge fundin’ spurs after 700 years in the business.” Not true, but sure felt like it. https://t.co/BP2vqV6KJm",28,9
boonepickens,2018-12-13 20:33:35,"Wishing happy 30th birthday to my friend @RickieFowler Great golfer, #okstate ambassador and friend. https://t.co/Cx98GPrk5N",583,26
boonepickens,2018-12-03 18:47:56,On news that Russia is doubling energy exports to Europe: this point I made ten years ago. https://t.co/QzpiOsdmTS,137,47
boonepickens,2018-11-14 19:20:32,Denying these are mine. https://t.co/U9uWPVOlL4,207,17
boonepickens,2018-11-13 22:34:04,Struggling to find a @realDonaldTrump Twitter tirade survivor. Even Saudi’s now caving and oil now in longest consecutive sell off ever. 12 days &amp; counting. Great stimulus for America and all of us as consumers. More of my thoughts: https://t.co/IxjdDfQ8tF https://t.co/lv6abAFoK4,103,32
boonepickens,2018-11-12 18:42:05,Now here’s a list I’m proud to be part of: successful people who got their start with a newspaper delivery route. My first introduction to expanding quickly by acquisition. @readersdigest https://t.co/xm7EpF3Fow,43,11
boonepickens,2018-11-11 18:06:22,Supporting organizations that benefit those who have put their lives on the line is important to me. These challenge coins sit on my desk as a constant reminder of the sacrifice others have made for our country. Thank you to everyone who has served. #VeteransDay https://t.co/QL5udcH2Ez,147,7
boonepickens,2018-11-09 19:39:10,"Reason 1,390 I respect @thacoachmike and why I am excited, even at 90, to see how @OSUMBB develops over the next decade. @reeves_bryant
#okstate https://t.co/DYAI4MmMJu",649,62
boonepickens,2018-11-09 03:46:03,"10 years ago, the #PickensPlan was in full swing. I was on the move every day of the week, talking about my energy plan for America to anyone who would listen while also running BP Capital. Loved every minute of it, but definitely getting better sleep now. #TBT https://t.co/dpFmdYJKWY",103,8
boonepickens,2018-11-05 18:07:15,"Honored to have been named one of the innovators who have helped make Texas into the powerhouse it is today. Thank you, @DMagazine. https://t.co/lTsRf8F3G0 https://t.co/9GXCTLJyOt",199,24
boonepickens,2018-11-01 14:27:48,"In the 80s, I was criticized for my view that management should answer to the shareholders of even large companies. Today, that view is the status quo. Honored to receive this award. @GIBI_Dallas https://t.co/hmat4GjUga https://t.co/xdSjnGi15r",60,4
boonepickens,2018-10-31 19:15:01,"Things are looking worse and worse for Saudi Arabia. The kingdom is up against the wall, and might soon act out. We need a plan in case that happens. https://t.co/IxjdDfQ8tF",37,10
boonepickens,2018-10-29 16:25:54,Had a great time hosting @KOCOAbigail at my #MesaVistaRanch. Always eager to talk #Booneisms with cameras rolling. Thanks for a great piece. https://t.co/jCL4GAV4y6,51,8
boonepickens,2018-10-26 17:25:31,My 46th straight @OSUCowboyGolf Pro-Am. With friend and golf legend @RickieFowler and his fiancé @stokkeallison. #okstate https://t.co/GT7uYCRxu5,444,29
boonepickens,2018-10-25 20:07:25,This should (better) be good. Feedback after airing tonight appreciated. https://t.co/59D9pwHq1w,121,15
boonepickens,2018-10-25 18:35:40,"I'm listening, @TheHornATX. Clever. You’re correct in that nothing gets past the “T. Boone Pickens” monitoring system. But I'm still betting #okstate will #WinOneForTheBoonester this weekend. @OSUAthletics https://t.co/RsVRUidSYo",20,2
boonepickens,2018-10-25 15:43:35,TBT Congrats to my friend @BarrySanders for a great career and giving #okstate fans a chance to celebrate him as grand marshal for America's greatest college homecoming activities this Saturday. I'd be unstoppable in his new limited edition retro shoes. https://t.co/hv4tso2kJt,281,25
boonepickens,2018-10-25 14:20:15,"Make no mistake, #SaudiArabia is threatening to weaponize oil over the #Khashoggi case. We need a plan if they make good on this threat. https://t.co/p5inkPm4YC",34,21
boonepickens,2018-10-23 16:10:41,What happens if #SaudiArabia makes good on its threat to shut off the oil spigots in the wake of the #Khashoggi case? Here's my two-fold solution. https://t.co/lqY38A8xdC,36,15
boonepickens,2018-10-22 20:50:10,"Government should not pick energy winners and losers. As states finalize plans for their share of the @VW settlement, they have a chance to make things free AND fair. https://t.co/8GGFPXHMpJ",12,0
boonepickens,2018-10-19 15:50:19,"We've got a classic case of federal favoritism in the national @VW settlement. Luckily, the states can correct. Will yours? https://t.co/8GGFPXHMpJ",9,1
boonepickens,2018-10-18 19:10:16,Cecil O’Brate is a friend and a winner in all he does. His gift to @OSUAthletics and @OSUBaseball is a milestone in the developing history of what is the finest athletic village in college sports.  Proud of him. Cecil is now a full #okstate Hall of Fame member.,258,29
boonepickens,2018-10-16 13:59:36,"On an even playing field, there is no economic or environmental case to play favorites with electric vehicles. Make sure your state isn't doing so. https://t.co/8GGFPXHMpJ",24,9
boonepickens,2018-10-12 18:49:20,"China’s oil demand off the charts. Convinced you could put a turd on the table, call it an oil deal, and they’d give it a good look.
https://t.co/IUYY8aJ0em",65,15
boonepickens,2018-10-11 19:49:17,Your state is likely finalizing plans to spend their share of @VW settlement funds. Here's what you need to know about how your state can get the most for its buck. https://t.co/8GGFPXqb19,16,3
boonepickens,2018-10-08 23:34:06,So grateful to my good friend and visionary #okstate athletic director Mike Holder for bringing me a replica of the #ncaagolf championship trophy we won this year. Go Pokes! https://t.co/UuXB03U8fx,445,33
boonepickens,2018-10-08 21:00:02,"By leveling the field for all fuels, @TCEQ can ensure that the $191 million Texas receives because of the Volkswagen emissions scandal is spent cost-effectively. TCEQ is accepting public comments until Oct. 8 online at https://t.co/wiMimQHMZW. https://t.co/xNnc4UJZLM",14,2
boonepickens,2018-10-03 18:13:27,“A fool with a plan can beat a genius with no plan.” I’m grateful my dad pulled me aside and gave me this warning at a young age. I’ve never been without a plan since. #Booneism https://t.co/5I9MYTTNgc,631,193
boonepickens,2018-09-25 18:28:32,At least $81B per year spent by U.S. military protecting global oil supplies. Reducing oil use in transportation would let military priorities shift toward more critical strategic threats. Need to get #natgas in heavy duty truck market. @Securing_Energy https://t.co/lY58jBh0oR,92,30
boonepickens,2018-09-22 21:42:47,Carefully. https://t.co/SzQFLhfZUp,265,27
boonepickens,2018-09-22 21:28:06,Heading to Stillwater and my 1st #okstate game of the year. Been too long. Have you missed me!? https://t.co/MUnoQFYK7p,1492,69
boonepickens,2018-09-21 18:59:27,It's great to hear that #pickmeboone contest winner @jawrecka is also a season ticket holder. #gopokes,26,5
boonepickens,2018-09-21 18:57:42,"So many clever #pickmeboone players. Thanks! But anyone willing to cover up for Donald Trump Jr. gets my pick. Congratulations to Jerryca Haller @jawrecka on winning the contest and enjoy watching tomorrow’s #okstate game in my suite with @blakekirby19.
https://t.co/ughuygwUs1 https://t.co/rFeekgyOL7",135,8
boonepickens,2018-09-20 18:18:48,Here’s a chance for an #okstate student + friend to watch this Saturday’s game w/Texas Tech in my suite at Boone Pickens Stadium! 1) Follow me on Twitter. 2) Tell me why I should choose you using #pickmeboone - cleverness earns bonus points! Will DM the winner by 3 pm Friday. https://t.co/EWaxzbIS49,523,104
boonepickens,2018-09-19 19:25:22,"Thank you to @FrankGaffney and @SecureFreedom for honoring me with this year's Sacred Honor Award. I’m fortunate to have been able to contribute and accomplish as much as I have during my lifetime. The recognition isn’t necessary, but it is appreciated. https://t.co/Rc78LBvDq0",46,5
boonepickens,2018-09-18 20:29:11,You forgot handsome. Come back. Soon. https://t.co/gbbmtCJuAK,155,8
boonepickens,2018-09-17 19:39:50,"My daughter, Liz, takes after her dad when it comes to telling a story. I’m grateful she could attend the @securefreedom dinner to accept the Terry Elkes Sacred Honor Award on my behalf. Thanks to @frankgaffney for his group's 30 years of leadership on security and energy issues. https://t.co/a4v68bKweR",91,13
boonepickens,2018-09-11 19:19:39,#neverforget #911memorial #okstate https://t.co/gfjUAovfFD,87,3
boonepickens,2018-09-11 16:32:40,Remembering all those who perished on 9-11 and the heroism of those first responders. #NeverForget,176,15
boonepickens,2018-09-11 15:46:45,"Who would have thought in my 60s, I was a trendsetter. https://t.co/V3eLdhjSGI",73,4
boonepickens,2018-09-06 18:23:46,Life is full of distractions — personal and professional ones. It’s important to maintain focus on the plan and the ultimate objectives. #Booneism https://t.co/TxgR9h0fah,232,57
boonepickens,2018-08-30 17:48:51,"Disappointed and apologies. Made it to airplane taking me to #okstate game. Felt exhausted and unsteady. Will be at game in spirit, not in person. Thanks for understanding. #tv4me",1140,60
boonepickens,2018-08-29 19:06:44,My thoughts on #okstate’s quest for a national football championship which begins anew tomorrow night. I’ll be there. Excited for the upcoming season! https://t.co/ykEudM9T3d https://t.co/IjaVidbqUn,776,202
boonepickens,2018-08-29 13:33:07,There needs to be a balance in our national conversation that shows how our energy consumption has swayed history positively. https://t.co/ly4iXJ8B3z,63,20
boonepickens,2018-08-26 01:29:21,"Some wrote about it. Some lived it. “Profiles in Courage.” Salute, my friend.  @SenJohnMcCain",482,58
boonepickens,2018-08-24 13:54:15,Transitioning to the ‘energy of tomorrow’ won’t happen overnight. We need to take a more comprehensive approach. https://t.co/C6IeYfUeUi,29,7
boonepickens,2018-08-22 17:16:35,"Axios reports on how renewables have only added to our energy supply, not initiated a transition - yet. This is why it’s too soon to talk about divesting from fossil fuels. https://t.co/lL9J6fX5D5 https://t.co/tz710EkVaN",31,8
boonepickens,2018-08-22 15:13:40,"In July 2009, we had a great event at @benschilibowl on the 1st anniversary of the #PickensPlan. Congrats to this famous Washington, D.C. establishment on its 60th anniversary celebration - you’re still a youngster compared to me. #WBW #BCB60 https://t.co/TuMFueVQ5P",44,2
boonepickens,2018-08-21 15:20:41,Proposals to divest of oil and gas investments would be much more sincere if the people making those demands pledged to eliminate oil and gas products from their daily lives. But that proves difficult for many. https://t.co/dHFylJIXKe,78,22
boonepickens,2018-08-16 17:48:19,"As universities consider student demands to divest from fossil fuels, they need to be realistic about the role oil plays in our global energy economy. https://t.co/BTJMiCl9Pc",42,14
boonepickens,2018-08-06 17:01:35,"“We should not be spending our blood and treasure to secure supply lines."" @securing_energy CEO Robbie Diamond on the #PickensPlan 10th anniversary https://t.co/CSlc9C94Bm",21,6
boonepickens,2018-08-02 18:41:16,#WWWTBT Way way way throwback Thursday to when I had a nice letter jacket and a sweet ride. Been down a lot of great highways in the 70-plus years since then. One heck of a great ride. Going to keep riding until I hear glass breaking. https://t.co/XE7fcRbzEl,473,24
boonepickens,2018-08-02 14:01:45,“I guess the only thing Boone didn’t predict (or at least didn’t tell me) was the extremely low prices for natural gas that would and have prevailed over these years.” @haleybarbour reflects on the impact of the #PickensPlan over the past 10 years  https://t.co/CCHijxcYsm,27,5
boonepickens,2018-07-31 20:45:17,"""Boone has made a lasting difference on the fuels landscape and we all owe him our gratitude for his leadership.” Thanks to John Hofmeister for sharing his thoughts on the 10th anniversary of the #PickensPlan  https://t.co/CCHijxcYsm",42,5
