screen_name,date,tweet,likes,retweets
JKempEnergy,2020-09-19 08:21:04,U.S. OIL AND GAS sector continues to see wave of bankruptcies: https://t.co/Ri4jPLcSPE,25,17
JKempEnergy,2020-09-18 19:48:23,"IF YOU would like to receive a free daily digest of best in energy news + my own research notes, you can add your email to the circulation list here: https://t.co/fDZgNWCrDB https://t.co/nqLSKdFNmw",5,2
JKempEnergy,2020-09-18 18:01:17,"CORONAVIRUS shines a searing light on the inequalities, poverty and neglect in our societies, exploiting weaknesses we have created and allowed to go uncorrected: https://t.co/4HnIKW4n6O",4,0
JKempEnergy,2020-09-18 14:45:09,OIL RECOVERY waits for international flying to return: https://t.co/GaMlIx3qmO https://t.co/RWe4vdEGt5,17,8
JKempEnergy,2020-09-18 08:57:49,@humenm @FinancialTimes I leave it to @ClydeCommods to be the brave one. I don't have the emotional energy needed to get involved in gold and silver,1,0
JKempEnergy,2020-09-18 08:54:52,@humenm @FinancialTimes Brave writer. There is a reason I never write about gold and silver ...,1,0
JKempEnergy,2020-09-18 07:10:43,[MUST READ] China is emerging as a competitor to Germany in industrial engineering: https://t.co/bx4a0C0HJs,22,9
JKempEnergy,2020-09-17 15:47:31,CONTACT TRACING systems are not reaching and isolating the hoped for numbers of people: https://t.co/2FgIUvBxZg,4,0
JKempEnergy,2020-09-17 13:32:17,BLOATED DIESEL STOCKS weigh down global oil market: https://t.co/bnEnF4YMhs https://t.co/5O8GttKKoj,6,8
JKempEnergy,2020-09-17 08:38:23,"Car journeys, the dominant mode of transport in smaller cities, towns and rural areas, are running at 90-95% of pre-lockdown levels. But rail (40%) and London underground (35%), which dominate commuting around the metropolis and other large cities, have recovered much less",6,1
JKempEnergy,2020-09-17 08:37:39,BRITAIN’s return to work in central cities remains slow despite the end of the summer holidays and the government’s high-profile “back to the office” campaign to save city centre businesses: https://t.co/Z3kLpDNoWp,6,0
JKempEnergy,2020-09-16 17:26:33,EUROPE tries to avoid a second round of nationwide lockdowns as governments try to balance controlling coronavirus with keeping their economies functioning: https://t.co/KDCwrtqtia,4,1
JKempEnergy,2020-09-16 16:59:57,U.S. COAL producers and miners struggle as economic forces overwhelm their industry: https://t.co/xTwC9WW449,1,1
JKempEnergy,2020-09-16 15:44:47,"IF YOU would like to receive a free daily digest of best in energy news + my own research notes, you can add your email to the circulation list here: https://t.co/fDZgNWCrDB https://t.co/GU7RYI0R7Y",3,0
JKempEnergy,2020-09-16 15:35:01,"U.S. GASOLINE STOCKS are +4 million bbl (+3%) above the five-year average
U.S. DISTILLATE STOCKS are +38 million bbl (+22%) above the five-year average https://t.co/w7O0c2AOCL",7,5
JKempEnergy,2020-09-16 15:18:29,@eastmed_NRG List here: https://t.co/TextNYoWvi,0,0
JKempEnergy,2020-09-16 15:15:32,"U.S. PETROLEUM INVENTORIES rose +2 million bbl last week:

* Crude -7 million bbl
* Gasoline unchanged
* Distillate +3 million bbl
* Jet fuel unchanged
* NGPLs/LRGs +6 million bbl https://t.co/RBLV39rTtg",5,1
JKempEnergy,2020-09-16 15:00:57,U.S. REFINERY CRUDE PROCESSING accelerated to 13.5 million b/d last week (-19% compared with same point in 2019): https://t.co/KyLqSvYrnE,7,0
JKempEnergy,2020-09-16 14:56:55,"U.S. PETROLEUM PRODUCTS SUPPLIED to the domestic market estimated at 17.1 million b/d last week (-14% compared with same point in 2019): 

* Gasoline -9%
* Distillate -21%
* Jet fuel -46% https://t.co/tqS5EMeWv7",12,3
JKempEnergy,2020-09-16 14:02:28,"Recommended reading is my way to offer others a short cut, somewhere to *start* learning for themselves. I couldn't find anyone who could tell me where to begin. So this is my attempt to remedy that for others, the results of trial and error over 24 yrs. I hope you find it useful",10,0
JKempEnergy,2020-09-16 13:58:56,"I had to learn the answers for myself the hard way, mostly chasing up obscure footnotes. I've read some great books and articles and some less useful ones over the years. I've got lost down a host of rabbit holes. It wasn't a very efficient way to learn - though it was often fun",6,0
JKempEnergy,2020-09-16 13:57:18,What on earth is contango? What is option volatility? How does a national grid work? Why is there a bitter rivalry between Saudi Arabia and Iran? How easy is to block the Strait of Hormuz? And a host of other questions. But it was hard to find a book that could answer them,7,0
JKempEnergy,2020-09-16 13:54:28,"When I started to work on oil and energy, I knew nothing about the subject at all. I would ask people how I could find out more. And the only thing they could recommend was reading The Prize by Daniel Yergin. It's a very fine history book but it didn't answer all my questions.",5,0
JKempEnergy,2020-09-16 13:53:07,I started writing about oil and energy in 1996 as a very small part of my first job at Oxford Analytica. Oil became a more important part of my role at Sempra Commodities. Then a full time focus when I joined Reuters in 2008.,7,0
JKempEnergy,2020-09-16 13:50:59,Recommended reading started out in Sep 2014 in response to requests for references from colleagues and as an aide memoire. I have a terrible memory so it contains details of books and articles I might want to refer to again. From the start I also hoped it would also fill a gap,18,3
JKempEnergy,2020-09-16 13:42:56,@Bonnie_Chuck Reader Bullard is very amusing. Start with Two Kings in Arabia,1,0
JKempEnergy,2020-09-16 13:42:22,@GillisJon My pleasure,0,0
JKempEnergy,2020-09-16 13:27:08,"@jsdstanfield EVERYONE starts with The Prize, and often ends with it; I want to encourage people to read more widely around the amazing literature. Plus I've never finished The Prize. I've bought three copies over the years and just not got around to it. I promise to read The Prize eventually!",0,0
JKempEnergy,2020-09-16 12:01:50,"RECOMMENDED READING on energy - the books and articles I have found most useful on everything related to energy, broadly defined, including history, technology, markets and systems theory: https://t.co/TextNYoWvi https://t.co/RWC5pG6bse",60,15
JKempEnergy,2020-09-16 09:16:40,"U.K. HOUSE SALES remained low through Jun/Jul, with completed sales down -33% in Jun compared with the same month a year earlier and down -23% in Jul: https://t.co/7OyBNhc8Tb",3,1
JKempEnergy,2020-09-16 09:14:33,LONDON HOUSE PRICES were up +4.3% in Jun compared with the same month a year earlier (and up +2.6% for the three months Apr-Jun compared with 2019) based on actual transaction prices reported to the Land Registry: https://t.co/xXQx4i23df,4,3
JKempEnergy,2020-09-15 15:35:35,@marcjonesrtrs You should be on the main desk ...,1,0
JKempEnergy,2020-09-15 15:06:41,"U.S. internal migration rates have been falling, implying geographical mobility has reduced since the 1960s: https://t.co/uutXLw9Id5",1,0
JKempEnergy,2020-09-15 15:05:57,U.S. internal migration by age group: https://t.co/bLhZfLJR2j,2,0
JKempEnergy,2020-09-15 15:04:42,"ENERGY TRANSITIONS, job losses and political reactions: https://t.co/S48JsA68Qq",8,3
JKempEnergy,2020-09-15 14:24:55,"ROYAL COMMISSION on the Distribution of the Industrial Population (Barlow Report), pub. 1940 
Britain's early attempt to deal with problem of former heavy industrial areas where mass unemployment and under-employment had emerged
First attempt to ""level up"" regions outside London https://t.co/hRIW9UaCjW",5,0
JKempEnergy,2020-09-15 10:21:11,NO CHEATING via Google. Can you guess the year in which this report was published? Bonus points if you can guess the subject of the report (of which this was just a small part). No prizes. Only honour and glory: https://t.co/cZBOdwNJQa,11,1
JKempEnergy,2020-09-15 08:41:12,"The late Aug public holiday date varies from year to year, and this year occurred on the latest possible date, which likely explains why registrations dipped in week 36 when in most years the dip occurs in week 35",1,0
JKempEnergy,2020-09-15 08:40:44,"ENGLAND AND WALES registered 7,739 deaths in the week to Sep 4, which was -1,444 below the five-year seasonal average. The week contained a public holiday which probably accounts for the low number of registrations: https://t.co/FlSAI7kH9Y",3,0
JKempEnergy,2020-09-14 13:50:56,"IF YOU would like to receive a free daily digest of best in energy news + my own research notes, you can add your email to the circulation list here: https://t.co/fDZgNWCrDB https://t.co/nWMtg1DSXM",4,2
JKempEnergy,2020-09-14 12:16:02,HEDGE FUNDS dump oil as outlook worsens: https://t.co/0p6RToQ8xs https://t.co/xeuDGggQ1A,34,20
JKempEnergy,2020-09-14 10:27:08,"In the trading room, we had a term for this kind of sudden massive sale, but unfortunately I don't think it's consistent with house style at Reuters",4,0
JKempEnergy,2020-09-14 10:23:59,"HEDGE FUNDS and other money managers sold -171 million barrels of crude and products in week to Sep 8, fastest rate of selling for more than two years: 
* WTI -57 million bbl
* Brent -67 million 
* U.S. gasoline -12 million 
* U.S. diesel -9 million
* European gasoil -25 million https://t.co/EeDVoRKJ9Y",51,35
JKempEnergy,2020-09-14 10:01:12,"HEDGE FUNDS' combined Brent+WTI position on Sep 8:
* In barrels, 29th percentile (down from 70th on Jun 30)
* In ratio, 23rd percentile (down from 72nd on Jun 30) https://t.co/KLIQV5kUaX",3,0
JKempEnergy,2020-09-14 09:53:27,"HEDGE FUNDS cut the ratio of long to short positions in Brent+WTI to just 2.64:1, down from 3.77 the previous week and a recent peak of 5.68 at the end of Jun: https://t.co/DYIwM0Zukn",9,3
JKempEnergy,2020-09-14 09:51:08,"HEDGE FUNDS sold the equivalent of -125 million barrels of Brent and WTI in the week to Sep 8, the fastest rate of selling for more than two years: https://t.co/SMvUklSpZP",20,10
JKempEnergy,2020-09-14 08:38:56,"HEDGE FUNDS and other money managers increased their short positions in NYMEX WTI by +23 million barrels in the week to Sep 8, taking total short positions to 110 million barrels, the highest for six months: https://t.co/grNS6q6xT3",11,7
JKempEnergy,2020-09-13 06:34:57,BP plans to transform itself from oil and gas major to diversified energy company by 2030s: https://t.co/cZ9dTu8pLL,63,30
JKempEnergy,2020-09-12 22:23:44,"BRITAIN’s search for a new international role as a medium-sized power outside the EU, by the former head of the U.K. diplomatic service: https://t.co/DrnGbm3goP",4,3
JKempEnergy,2020-09-11 16:51:36,@politicalham No worries!,0,0
JKempEnergy,2020-09-11 16:50:59,CORONAVIRUS - why even a “quick and dirty” test that was only moderately accurate could still be very useful: https://t.co/ChlUjFfzXS,3,0
JKempEnergy,2020-09-11 16:40:48,@politicalham Energy systems constantly evolve (so concept of transition being “already underway” is simplification). System was evolving from coal to oil in 1950s/60s. Coal got reprieve in 70s/80s thanks to OPEC. Now evolving towards gas (thanks to fracking) and renewables (climate concerns),5,1
JKempEnergy,2020-09-11 16:36:09,@politicalham Thanks for the very kind words. I think you’re right about the earlier start date. I thought about putting it earlier but didn’t have the space to discuss it in this column so opted for a more conservative/ less contentious time frame. But I basically agree,2,0
JKempEnergy,2020-09-11 13:41:33,GLOBAL energy transition is already well underway: https://t.co/SOPtsvAcUY https://t.co/k6NaHmqGJz,18,10
JKempEnergy,2020-09-11 04:58:43,"SWEDEN’s different approach to the coronavirus epidemic, explained by the state epidemiologist who devised and defended it: https://t.co/w10cvfGyXo",19,11
JKempEnergy,2020-09-10 17:14:38,"IF YOU would like to receive a free daily digest of best in energy news + my research notes, you can add your email to the circulation list here: https://t.co/fDZgNWCrDB https://t.co/Ri07N3DHPR",0,0
JKempEnergy,2020-09-10 08:39:03,"Despite lots of political messaging and media reporting, there is no sign of a surge in public transport use in London and Southeast following end of school holidays. Like car journeys, underground use has recovered more strongly at weekends and holidays than on working days",8,0
JKempEnergy,2020-09-10 08:38:06,BRITAIN’s passenger car journeys are back to 90% of pre-epidemic levels on weekdays and 100% at weekends. Journeys by national rail and London underground continue to trend higher slowly but at still at 33-34% of pre-epidemic levels: https://t.co/NZ26BhSFfY,54,28
JKempEnergy,2020-09-09 17:20:03,SAUDI ARABIA is reluctant to cut oil production further - at least for now: https://t.co/iQiOaJOhot,24,8
JKempEnergy,2020-09-09 11:57:37,"MEGACITIES are very different from secondary cities and other urban centres, with much longer travel to work times and much more use of public transportation, which is why coronavirus poses a specific problem for this type of urban centre: https://t.co/Y6l33WKHnc",9,2
JKempEnergy,2020-09-09 08:11:51,"In the contemporary world and historically, authoritarianism is usually justified by the need to drive through a Big Project and some form of national renewal. But none of those are states and periods that I would want to emulate here in Britain",4,3
JKempEnergy,2020-09-09 08:10:07,"I can think of other governments around the world and at other times that employed populism, preyed on fears of enemies within and rivals without, preached the need for order and stability, tried to circumscribe the rule of law, and suggested political processes no longer apply",2,2
JKempEnergy,2020-09-09 08:06:06,"BRITAIN's current government exhibits a whiff of authoritarian thinking, with its frequent resort to ""us versus them"" language, identification of internal and external enemies, desire to centralise all decision-making, and contempt for legal norms and other checks and balances",3,3
JKempEnergy,2020-09-09 08:04:15,BRITAIN too is seeing an increase in the use of authoritarian language and norms: https://t.co/oNOaRd6kVU,6,3
JKempEnergy,2020-09-08 16:11:47,"JK: “I admit I broke the law, but I did it in a very specific and limited way, your Lordship.”

THE COURT: “That’s perfectly fine. We understand circumstances change. Sometimes you have to break the law. We think of it as a flexible starting point not to be taken too literally!”",7,0
JKempEnergy,2020-09-08 16:03:20,"Some useful background on the view the British cannot always be trusted when it comes to international law and agreement, via Wikipedia (usual caveats apply): https://t.co/dUZDvTCDRc",5,0
JKempEnergy,2020-09-08 16:01:06,"PERFIDIOUS ALBION? Britain’s self-image is a country that follows rules and upholds law scrupulously, but there has long been another view, common in neighbouring European and some other countries, of a certain intellectual malleability in U.K. principles: https://t.co/V4YLBrppL5",16,5
JKempEnergy,2020-09-08 15:14:10,"IF YOU would like to receive a free daily digest of best in energy news + my own research notes, you can add your email to the circulation list here: https://t.co/fDZgNWCrDB https://t.co/zBdxtJXbmq",3,0
JKempEnergy,2020-09-08 14:57:27,OIL MARKET cycle slips into reverse: https://t.co/Lb1z6CDdz7 https://t.co/x3IxyzYYkk,11,3
JKempEnergy,2020-09-08 14:16:40,SENIOR Gulf OPEC source is busy readying an emergency off-the-record briefing emphasizing market is far tighter than it appears. His ultimate boss will be placing a round of phone calls tonight demanding even more compensating cuts from certain countries (you know who you are!),44,23
JKempEnergy,2020-09-08 09:50:52,@william_tompson You wore a jacket and tie?!,0,0
JKempEnergy,2020-09-08 08:46:08,"@MrMBrown YES agree. But the key is to track excess mortality from all causes, which gives the most complete and consistent data on the overall impact of the epidemic. All-cause mortality is the key indicator",3,0
JKempEnergy,2020-09-08 08:43:44,"ENGLAND AND WALES every region showed above-average deaths in the latest week, but the highest excess mortality was in the Southeast (+21%), West Midlands (+18%), Yorkshire and Humber (+11%), and the Southwest (+11%), with the lowest in London (+3%) and Northwest (+15): https://t.co/RTiU5zNuLo",2,1
JKempEnergy,2020-09-08 08:42:55,"ENGLAND AND WALES registered 9,032 deaths in the week to Aug 28, which was +791 above the prior five-year average. Deaths have now run above the seasonal average for three weeks: https://t.co/qMXMNIBdEQ",5,2
JKempEnergy,2020-09-08 07:37:13,U.S. EQUITIES on track for big bubble: https://t.co/dpihyh37fL,18,7
JKempEnergy,2020-09-08 07:15:17,CORONAVIRUS - why humans get sick but bats don’t: https://t.co/SoGMM8toey,6,4
JKempEnergy,2020-09-07 14:01:08,HEDGE FUNDS grow sceptical of oil market rebalancing: https://t.co/o8rHn9Lhdr https://t.co/q0m5MLjgkm,19,3
JKempEnergy,2020-09-06 06:24:47,CHINA/INDIA border dispute - reset or reformulation? https://t.co/xBqpsyLMld,9,2
JKempEnergy,2020-09-05 20:29:51,CORONAVIRUS links to deprivation and overcrowded housing are becoming stronger: https://t.co/3TyDRhRYEF,3,0
JKempEnergy,2020-09-04 14:48:20,"IF YOU would like to receive a free daily digest of best in energy news + my research notes, you can add your email to the circulation list here: https://t.co/fDZgNWCrDB https://t.co/9VzUcC3JcW",4,0
JKempEnergy,2020-09-04 14:34:12,U.S. EQUITY MARKETS surge in reprise of the 1990s: https://t.co/e3ii03wl59 https://t.co/w7mmv9bXRY,6,2
JKempEnergy,2020-09-04 13:36:09,"@antonhowes @DavidVeevers1 YES, many times, but *only* if the book was both insightful and well-written.",0,0
JKempEnergy,2020-09-04 09:16:10,"Dear @WSJ your website isn't working properly today, with the same problem (""https://t.co/szDmb51F9K redirected you too many times"") occurring across multiple devices",2,0
JKempEnergy,2020-09-03 14:58:54,ON FILM dialogue is getting harder to hear (so it's not just me getting old and deaf): https://t.co/cKxYhUgtH9,6,0
JKempEnergy,2020-09-03 14:32:44,OIL MARKET's rebalancing is stalling: https://t.co/phbOJeOjpi https://t.co/heovuPz6LU,29,15
JKempEnergy,2020-09-03 09:53:33,"DATED BRENT’s five-week calendar spread has slumped deep into contango with steepest discount since Jun 1. Spread has fallen to the 20th percentile, down from the 88th percentile on Jul 16, based on all trading days since the start of 2010, pointing to an oversupplied market: https://t.co/1bDUO06kGB",20,5
JKempEnergy,2020-09-03 09:37:36,@OilSheppard @blondearabist (1) Wording of your question was biased. (2) You asked it at nearly midnight when only night owls would be awake and early risers would have gone to bed. (3) The will of the people does not make a wrong answer the right one. QED.,0,0
JKempEnergy,2020-09-03 09:34:21,@blondearabist @OilSheppard Don't defend David. He's just wrong about this. It's not even arguable either way.,1,0
JKempEnergy,2020-09-03 09:17:26,@OilSheppard Light morning's are better for your pre-work run,0,0
JKempEnergy,2020-09-03 09:14:06,@OilSheppard NO. Morning is the best time of the day and light mornings are amazing ...,3,0
JKempEnergy,2020-09-02 17:15:47,"IF YOU would like to receive a free daily digest of best in energy news + my own research notes, you can add your email to the circulation list here: https://t.co/fDZgNWCrDB https://t.co/YD36XsE6Cl",4,0
JKempEnergy,2020-09-02 17:07:04,U.S. OIL DRILLING set to start rising after industry cycle turns: https://t.co/1YjxEdgHS6 https://t.co/xNChN0o6o1,22,9
JKempEnergy,2020-09-02 11:42:24,@BruceReuters @SavantaGroup But was that because they saw or read news stories proclaiming it had been a success ...?,0,0
JKempEnergy,2020-09-02 10:54:27,Poor weather in Sep-Mar reduces effective social distance (people crowd together more indoors). But coronavirus and associated mandatory and self-imposed curbs on social mixing increase effective social distance. Weather conditions themselves are variable. Net effect is ambiguous,1,0
JKempEnergy,2020-09-02 10:51:32,"In 2020/21, increased social distancing (mandated and voluntary) is likely to reduce transmission of other respiratory diseases, which should lower death rate. But increased transmission of coronavirus, which is more lethal, will tend to increase death rate. Net effect is complex",3,0
JKempEnergy,2020-09-02 10:49:13,"From mid Sep, the increase in social mixing, deterioration in the weather, and movement of more activity indoors, would normally increase the incidence of respiratory diseases and the associated death rate. This year the normal colds and influenza are joined by coronavirus risk",3,0
JKempEnergy,2020-09-02 10:47:06,"Late Aug and early Sep is usually the low-point in the annual mortality cycle. Deaths linked to respiratory infections decline in the summer with more activity outside and schools on an extended holiday. From mid-Sep, the death rate will start to rise towards a peak in mid-Jan",6,0
JKempEnergy,2020-09-02 10:44:58,"ENGLAND AND WALES recorded 9,631 deaths in the week ending Aug 21, which was +239 higher than the prior five-year seasonal average. Deaths have run above average for two weeks, after running below average for eight weeks previously: https://t.co/464w3mOMA3",9,0
JKempEnergy,2020-09-02 10:21:57,LONDON house prices fell -1.2% in May compared with Apr but were up +3.6% in the three months Mar-May compared with the same period a year earlier: https://t.co/1Amx2Hjtvw,7,0
JKempEnergy,2020-09-02 10:03:39,U.S. MANUFACTURING EMPLOYMENT continued to decline in Aug (46.4) but job losses were less widespread and similar to the rate in Jan and Feb before the epidemic hit: https://t.co/w2LW6XCsX0,0,0
JKempEnergy,2020-09-02 10:02:56,ISM MANUFACTURING INDEX has rebounded from the 6th percentile in Apr to the 67th percentile in Aug for all months since 1950: https://t.co/XyS0mJQZqY,3,1
JKempEnergy,2020-09-02 10:02:21,"U.S. MANUFACTURERS reported a widespread improvement in business activity last month, with the ISM composite purchasing managers’ index rising to 56.0, well above the 50-point threshold dividing expanding activity from a contraction, and the highest level since Nov 2018: https://t.co/9riApxXE4O",8,4
JKempEnergy,2020-09-02 07:26:18,NEW YORK state wind and solar developments provoke opposition in rural communities: https://t.co/Z0FvmLpp7P,1,1
JKempEnergy,2020-09-01 09:32:43,@T_Mason_H No I didn't. Is it any good? Accurate?,3,0
JKempEnergy,2020-09-01 08:57:26,CORONAVIRUS DEATHS and urbanisation: https://t.co/hIAlNR2V0c,3,1
JKempEnergy,2020-09-01 08:56:25,CORONAVIRUS DEATHS and deprivation: https://t.co/PkfBODpYPb https://t.co/CsHLbW7z31,2,2
JKempEnergy,2020-09-01 03:20:47,"COVID-19 risks, by one of Britain’s top statisticians: https://t.co/kBkbaVmvFB https://t.co/SXcBwjjtjp",12,6
JKempEnergy,2020-08-28 16:55:24,BACKDROPS are important - always check *what else* is in the picture as well as the subject: https://t.co/TcCGZLntHY,8,3
JKempEnergy,2020-08-28 11:30:11,"@Billybob967 I am never bullish or bearish, I just look at data, note interesting patterns and think probabilitistically ...",1,0
JKempEnergy,2020-08-28 11:29:10,CORONAVIRUS EPIDEMIC and the impact on mortality from all causes. England and Wales percentage increase in mortality for weeks 1-33 compared with the prior five-year average: https://t.co/kwG3NHPiPo,4,1
JKempEnergy,2020-08-28 11:28:08,CORONAVIRUS EPIDEMIC and the impact on mortality from all causes. England and Wales cumulative excess mortality for weeks 1-33: https://t.co/OY7c4XZ5hX,4,1
JKempEnergy,2020-08-28 11:27:26,CORONAVIRUS EPIDEMIC and the impact on mortality from all causes. England and Wales mortality for weeks 1-33 compared with the prior five-year average: https://t.co/lQrI0mbWoV,7,2
JKempEnergy,2020-08-28 10:05:00,"U.S. S&amp;P EQUITY INDEX is now up +19% compared with the same point last year and is around +33% above its long-term multi-decade trend, the largest positive deviation since Oct 2007, just before the economy entered recession in Dec 2007: https://t.co/Bfj85lXUgz",12,5
JKempEnergy,2020-08-28 08:49:33,@SebastianEPayne Like Nigel Lawson campaigning for Brexit while living in France; Priti Patel campaigning against immigration when her parents immigrated from Uganda; Dominic Cummings driving hundreds of miles during lockdown; and Boris most of all. Fake patriotism for an imaginary Little England,162,19
JKempEnergy,2020-08-28 07:54:12,BRITAIN is headed for an increasingly emotive debate over centralised versus remote working - with costs and benefits and vested interests on both sides - but not helped by hypocrisy from some commentators: https://t.co/5vnH85Et07 https://t.co/XyD1yNefKN,20,6
JKempEnergy,2020-08-28 07:44:53,"U.K. government to campaign for most workers to return to offices, despite pressure on transport system: https://t.co/OEVD0ugtxK",3,1
JKempEnergy,2020-08-28 05:03:26,WORKING HOURS - why aren’t we all leading lives of more leisure? https://t.co/mIvtXB0w2B,15,2
