Macrotrends Data Download

Housing Starts Historical Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1970-08-01,1399.000
1970-09-01,1534.000
1970-10-01,1580.000
1970-11-01,1647.000
1970-12-01,1893.000
1971-01-01,1828.000
1971-02-01,1741.000
1971-03-01,1910.000
1971-04-01,1986.000
1971-05-01,2049.000
1971-06-01,2026.000
1971-07-01,2083.000
1971-08-01,2158.000
1971-09-01,2041.000
1971-10-01,2128.000
1971-11-01,2182.000
1971-12-01,2295.000
1972-01-01,2494.000
1972-02-01,2390.000
1972-03-01,2334.000
1972-04-01,2249.000
1972-05-01,2221.000
1972-06-01,2254.000
1972-07-01,2252.000
1972-08-01,2382.000
1972-09-01,2481.000
1972-10-01,2485.000
1972-11-01,2421.000
1972-12-01,2366.000
1973-01-01,2481.000
1973-02-01,2289.000
1973-03-01,2365.000
1973-04-01,2084.000
1973-05-01,2266.000
1973-06-01,2067.000
1973-07-01,2123.000
1973-08-01,2051.000
1973-09-01,1874.000
1973-10-01,1677.000
1973-11-01,1724.000
1973-12-01,1526.000
1974-01-01,1451.000
1974-02-01,1752.000
1974-03-01,1555.000
1974-04-01,1607.000
1974-05-01,1426.000
1974-06-01,1513.000
1974-07-01,1316.000
1974-08-01,1142.000
1974-09-01,1150.000
1974-10-01,1070.000
1974-11-01,1026.000
1974-12-01,975.000
1975-01-01,1032.000
1975-02-01,904.000
1975-03-01,993.000
1975-04-01,1005.000
1975-05-01,1121.000
1975-06-01,1087.000
1975-07-01,1226.000
1975-08-01,1260.000
1975-09-01,1264.000
1975-10-01,1344.000
1975-11-01,1360.000
1975-12-01,1321.000
1976-01-01,1367.000
1976-02-01,1538.000
1976-03-01,1421.000
1976-04-01,1395.000
1976-05-01,1459.000
1976-06-01,1495.000
1976-07-01,1401.000
1976-08-01,1550.000
1976-09-01,1720.000
1976-10-01,1629.000
1976-11-01,1641.000
1976-12-01,1804.000
1977-01-01,1527.000
1977-02-01,1943.000
1977-03-01,2063.000
1977-04-01,1892.000
1977-05-01,1971.000
1977-06-01,1893.000
1977-07-01,2058.000
1977-08-01,2020.000
1977-09-01,1949.000
1977-10-01,2042.000
1977-11-01,2042.000
1977-12-01,2142.000
1978-01-01,1718.000
1978-02-01,1738.000
1978-03-01,2032.000
1978-04-01,2197.000
1978-05-01,2075.000
1978-06-01,2070.000
1978-07-01,2092.000
1978-08-01,1996.000
1978-09-01,1970.000
1978-10-01,1981.000
1978-11-01,2094.000
1978-12-01,2044.000
1979-01-01,1630.000
1979-02-01,1520.000
1979-03-01,1847.000
1979-04-01,1748.000
1979-05-01,1876.000
1979-06-01,1913.000
1979-07-01,1760.000
1979-08-01,1778.000
1979-09-01,1832.000
1979-10-01,1681.000
1979-11-01,1524.000
1979-12-01,1498.000
1980-01-01,1341.000
1980-02-01,1350.000
1980-03-01,1047.000
1980-04-01,1051.000
1980-05-01,927.000
1980-06-01,1196.000
1980-07-01,1269.000
1980-08-01,1436.000
1980-09-01,1471.000
1980-10-01,1523.000
1980-11-01,1510.000
1980-12-01,1482.000
1981-01-01,1547.000
1981-02-01,1246.000
1981-03-01,1306.000
1981-04-01,1360.000
1981-05-01,1140.000
1981-06-01,1045.000
1981-07-01,1041.000
1981-08-01,940.000
1981-09-01,911.000
1981-10-01,873.000
1981-11-01,837.000
1981-12-01,910.000
1982-01-01,843.000
1982-02-01,866.000
1982-03-01,931.000
1982-04-01,917.000
1982-05-01,1025.000
1982-06-01,902.000
1982-07-01,1166.000
1982-08-01,1046.000
1982-09-01,1144.000
1982-10-01,1173.000
1982-11-01,1372.000
1982-12-01,1303.000
1983-01-01,1586.000
1983-02-01,1699.000
1983-03-01,1606.000
1983-04-01,1472.000
1983-05-01,1776.000
1983-06-01,1733.000
1983-07-01,1785.000
1983-08-01,1910.000
1983-09-01,1710.000
1983-10-01,1715.000
1983-11-01,1785.000
1983-12-01,1688.000
1984-01-01,1897.000
1984-02-01,2260.000
1984-03-01,1663.000
1984-04-01,1851.000
1984-05-01,1774.000
1984-06-01,1843.000
1984-07-01,1732.000
1984-08-01,1586.000
1984-09-01,1698.000
1984-10-01,1590.000
1984-11-01,1689.000
1984-12-01,1612.000
1985-01-01,1711.000
1985-02-01,1632.000
1985-03-01,1800.000
1985-04-01,1821.000
1985-05-01,1680.000
1985-06-01,1676.000
1985-07-01,1684.000
1985-08-01,1743.000
1985-09-01,1676.000
1985-10-01,1834.000
1985-11-01,1698.000
1985-12-01,1942.000
1986-01-01,1972.000
1986-02-01,1848.000
1986-03-01,1876.000
1986-04-01,1933.000
1986-05-01,1854.000
1986-06-01,1847.000
1986-07-01,1782.000
1986-08-01,1807.000
1986-09-01,1687.000
1986-10-01,1681.000
1986-11-01,1623.000
1986-12-01,1833.000
1987-01-01,1774.000
1987-02-01,1784.000
1987-03-01,1726.000
1987-04-01,1614.000
1987-05-01,1628.000
1987-06-01,1594.000
1987-07-01,1575.000
1987-08-01,1605.000
1987-09-01,1695.000
1987-10-01,1515.000
1987-11-01,1656.000
1987-12-01,1400.000
1988-01-01,1271.000
1988-02-01,1473.000
1988-03-01,1532.000
1988-04-01,1573.000
1988-05-01,1421.000
1988-06-01,1478.000
1988-07-01,1467.000
1988-08-01,1493.000
1988-09-01,1492.000
1988-10-01,1522.000
1988-11-01,1569.000
1988-12-01,1563.000
1989-01-01,1621.000
1989-02-01,1425.000
1989-03-01,1422.000
1989-04-01,1339.000
1989-05-01,1331.000
1989-06-01,1397.000
1989-07-01,1427.000
1989-08-01,1332.000
1989-09-01,1279.000
1989-10-01,1410.000
1989-11-01,1351.000
1989-12-01,1251.000
1990-01-01,1551.000
1990-02-01,1437.000
1990-03-01,1289.000
1990-04-01,1248.000
1990-05-01,1212.000
1990-06-01,1177.000
1990-07-01,1171.000
1990-08-01,1115.000
1990-09-01,1110.000
1990-10-01,1014.000
1990-11-01,1145.000
1990-12-01,969.000
1991-01-01,798.000
1991-02-01,965.000
1991-03-01,921.000
1991-04-01,1001.000
1991-05-01,996.000
1991-06-01,1036.000
1991-07-01,1063.000
1991-08-01,1049.000
1991-09-01,1015.000
1991-10-01,1079.000
1991-11-01,1103.000
1991-12-01,1079.000
1992-01-01,1176.000
1992-02-01,1250.000
1992-03-01,1297.000
1992-04-01,1099.000
1992-05-01,1214.000
1992-06-01,1145.000
1992-07-01,1139.000
1992-08-01,1226.000
1992-09-01,1186.000
1992-10-01,1244.000
1992-11-01,1214.000
1992-12-01,1227.000
1993-01-01,1210.000
1993-02-01,1210.000
1993-03-01,1083.000
1993-04-01,1258.000
1993-05-01,1260.000
1993-06-01,1280.000
1993-07-01,1254.000
1993-08-01,1300.000
1993-09-01,1343.000
1993-10-01,1392.000
1993-11-01,1376.000
1993-12-01,1533.000
1994-01-01,1272.000
1994-02-01,1337.000
1994-03-01,1564.000
1994-04-01,1465.000
1994-05-01,1526.000
1994-06-01,1409.000
1994-07-01,1439.000
1994-08-01,1450.000
1994-09-01,1474.000
1994-10-01,1450.000
1994-11-01,1511.000
1994-12-01,1455.000
1995-01-01,1407.000
1995-02-01,1316.000
1995-03-01,1249.000
1995-04-01,1267.000
1995-05-01,1314.000
1995-06-01,1281.000
1995-07-01,1461.000
1995-08-01,1416.000
1995-09-01,1369.000
1995-10-01,1369.000
1995-11-01,1452.000
1995-12-01,1431.000
1996-01-01,1467.000
1996-02-01,1491.000
1996-03-01,1424.000
1996-04-01,1516.000
1996-05-01,1504.000
1996-06-01,1467.000
1996-07-01,1472.000
1996-08-01,1557.000
1996-09-01,1475.000
1996-10-01,1392.000
1996-11-01,1489.000
1996-12-01,1370.000
1997-01-01,1355.000
1997-02-01,1486.000
1997-03-01,1457.000
1997-04-01,1492.000
1997-05-01,1442.000
1997-06-01,1494.000
1997-07-01,1437.000
1997-08-01,1390.000
1997-09-01,1546.000
1997-10-01,1520.000
1997-11-01,1510.000
1997-12-01,1566.000
1998-01-01,1525.000
1998-02-01,1584.000
1998-03-01,1567.000
1998-04-01,1540.000
1998-05-01,1536.000
1998-06-01,1641.000
1998-07-01,1698.000
1998-08-01,1614.000
1998-09-01,1582.000
1998-10-01,1715.000
1998-11-01,1660.000
1998-12-01,1792.000
1999-01-01,1748.000
1999-02-01,1670.000
1999-03-01,1710.000
1999-04-01,1553.000
1999-05-01,1611.000
1999-06-01,1559.000
1999-07-01,1669.000
1999-08-01,1648.000
1999-09-01,1635.000
1999-10-01,1608.000
1999-11-01,1648.000
1999-12-01,1708.000
2000-01-01,1636.000
2000-02-01,1737.000
2000-03-01,1604.000
2000-04-01,1626.000
2000-05-01,1575.000
2000-06-01,1559.000
2000-07-01,1463.000
2000-08-01,1541.000
2000-09-01,1507.000
2000-10-01,1549.000
2000-11-01,1551.000
2000-12-01,1532.000
2001-01-01,1600.000
2001-02-01,1625.000
2001-03-01,1590.000
2001-04-01,1649.000
2001-05-01,1605.000
2001-06-01,1636.000
2001-07-01,1670.000
2001-08-01,1567.000
2001-09-01,1562.000
2001-10-01,1540.000
2001-11-01,1602.000
2001-12-01,1568.000
2002-01-01,1698.000
2002-02-01,1829.000
2002-03-01,1642.000
2002-04-01,1592.000
2002-05-01,1764.000
2002-06-01,1717.000
2002-07-01,1655.000
2002-08-01,1633.000
2002-09-01,1804.000
2002-10-01,1648.000
2002-11-01,1753.000
2002-12-01,1788.000
2003-01-01,1853.000
2003-02-01,1629.000
2003-03-01,1726.000
2003-04-01,1643.000
2003-05-01,1751.000
2003-06-01,1867.000
2003-07-01,1897.000
2003-08-01,1833.000
2003-09-01,1939.000
2003-10-01,1967.000
2003-11-01,2083.000
2003-12-01,2057.000
2004-01-01,1911.000
2004-02-01,1846.000
2004-03-01,1998.000
2004-04-01,2003.000
2004-05-01,1981.000
2004-06-01,1828.000
2004-07-01,2002.000
2004-08-01,2024.000
2004-09-01,1905.000
2004-10-01,2072.000
2004-11-01,1782.000
2004-12-01,2042.000
2005-01-01,2144.000
2005-02-01,2207.000
2005-03-01,1864.000
2005-04-01,2061.000
2005-05-01,2025.000
2005-06-01,2068.000
2005-07-01,2054.000
2005-08-01,2095.000
2005-09-01,2151.000
2005-10-01,2065.000
2005-11-01,2147.000
2005-12-01,1994.000
2006-01-01,2273.000
2006-02-01,2119.000
2006-03-01,1969.000
2006-04-01,1821.000
2006-05-01,1942.000
2006-06-01,1802.000
2006-07-01,1737.000
2006-08-01,1650.000
2006-09-01,1720.000
2006-10-01,1491.000
2006-11-01,1570.000
2006-12-01,1649.000
2007-01-01,1409.000
2007-02-01,1480.000
2007-03-01,1495.000
2007-04-01,1490.000
2007-05-01,1415.000
2007-06-01,1448.000
2007-07-01,1354.000
2007-08-01,1330.000
2007-09-01,1183.000
2007-10-01,1264.000
2007-11-01,1197.000
2007-12-01,1037.000
2008-01-01,1084.000
2008-02-01,1103.000
2008-03-01,1005.000
2008-04-01,1013.000
2008-05-01,973.000
2008-06-01,1046.000
2008-07-01,923.000
2008-08-01,844.000
2008-09-01,820.000
2008-10-01,777.000
2008-11-01,652.000
2008-12-01,560.000
2009-01-01,490.000
2009-02-01,582.000
2009-03-01,505.000
2009-04-01,478.000
2009-05-01,540.000
2009-06-01,585.000
2009-07-01,594.000
2009-08-01,586.000
2009-09-01,585.000
2009-10-01,534.000
2009-11-01,588.000
2009-12-01,581.000
2010-01-01,614.000
2010-02-01,604.000
2010-03-01,636.000
2010-04-01,687.000
2010-05-01,583.000
2010-06-01,536.000
2010-07-01,546.000
2010-08-01,599.000
2010-09-01,594.000
2010-10-01,543.000
2010-11-01,545.000
2010-12-01,539.000
2011-01-01,630.000
2011-02-01,517.000
2011-03-01,600.000
2011-04-01,554.000
2011-05-01,561.000
2011-06-01,608.000
2011-07-01,623.000
2011-08-01,585.000
2011-09-01,650.000
2011-10-01,610.000
2011-11-01,711.000
2011-12-01,694.000
2012-01-01,723.000
2012-02-01,704.000
2012-03-01,695.000
2012-04-01,753.000
2012-05-01,708.000
2012-06-01,757.000
2012-07-01,740.000
2012-08-01,754.000
2012-09-01,847.000
2012-10-01,915.000
2012-11-01,833.000
2012-12-01,976.000
2013-01-01,888.000
2013-02-01,962.000
2013-03-01,1010.000
2013-04-01,835.000
2013-05-01,930.000
2013-06-01,839.000
2013-07-01,880.000
2013-08-01,917.000
2013-09-01,850.000
2013-10-01,925.000
2013-11-01,1100.000
2013-12-01,1002.000
2014-01-01,888.000
2014-02-01,944.000
2014-03-01,970.000
2014-04-01,1043.000
2014-05-01,1007.000
2014-06-01,911.000
2014-07-01,1085.000
2014-08-01,984.000
2014-09-01,1023.000
2014-10-01,1074.000
2014-11-01,1001.000
2014-12-01,1073.000
2015-01-01,1092.000
2015-02-01,888.000
2015-03-01,962.000
2015-04-01,1191.000
2015-05-01,1081.000
2015-06-01,1199.000
2015-07-01,1138.000
2015-08-01,1132.000
2015-09-01,1215.000
2015-10-01,1062.000
2015-11-01,1169.000
2015-12-01,1157.000
2016-01-01,1114.000
2016-02-01,1208.000
2016-03-01,1115.000
2016-04-01,1160.000
2016-05-01,1131.000
2016-06-01,1191.000
2016-07-01,1232.000
2016-08-01,1159.000
2016-09-01,1063.000
2016-10-01,1325.000
2016-11-01,1150.000
2016-12-01,1287.000
2017-01-01,1221.000
2017-02-01,1292.000
2017-03-01,1179.000
2017-04-01,1152.000
2017-05-01,1124.000
2017-06-01,1232.000
2017-07-01,1196.000
2017-08-01,1167.000
2017-09-01,1163.000
2017-10-01,1261.000
2017-11-01,1299.000
2017-12-01,1219.000
2018-01-01,1335.000
2018-02-01,1295.000
2018-03-01,1332.000
2018-04-01,1267.000
2018-05-01,1332.000
2018-06-01,1180.000
2018-07-01,1184.000
2018-08-01,1279.000
2018-09-01,1246.000
2018-10-01,1207.000
2018-11-01,1204.000
2018-12-01,1117.000
2019-01-01,1272.000
2019-02-01,1137.000
2019-03-01,1203.000
2019-04-01,1267.000
2019-05-01,1268.000
2019-06-01,1235.000
2019-07-01,1212.000
2019-08-01,1377.000
2019-09-01,1274.000
2019-10-01,1340.000
2019-11-01,1371.000
2019-12-01,1587.000
2020-01-01,1617.000
2020-02-01,1567.000
2020-03-01,1269.000
2020-04-01,934.000
2020-05-01,1038.000
2020-06-01,1265.000
2020-07-01,1492.000
2020-08-01,1416.000
